"op","dms_update_ts","id","createdat","linkid","prioritytype","incidenttype","expirytime","expireusingexcessdelay","isactive","parentincidentid","schema_name","table_name","ingest_hour","ingest_year","ingest_month","ingest_day"
"I","2022-01-23 10:21:22.733000","238191","2022-01-23 20:51:00.0000000 +10:30","3892","5","0","",,,"0","dbo","BeaconIncidents","20","2022","01","23"
"U","2022-01-23 10:21:42.213000","238191","2022-01-23 20:51:00.0000000 +10:30","3892","5","3","",,,"0","dbo","BeaconIncidents","20","2022","01","23"
"I","2022-01-07 01:14:12.683000","237141","2022-01-07 11:41:30.0000000 +10:30","634","5","3","",,,"0","dbo","BeaconIncidents","11","2022","01","07"
"I","2022-01-07 01:14:12.683000","237142","2022-01-07 11:43:30.0000000 +10:30","696","5","0","",,,"0","dbo","BeaconIncidents","11","2022","01","07"
"D","2022-01-07 01:14:12.683000","237140","2022-01-07 11:34:01.0000000 +10:30","2719","5","3","",,,"237130","dbo","BeaconIncidents","11","2022","01","07"
"I","2022-01-17 05:15:06.017000","237664","2022-01-17 15:45:01.0000000 +10:30","1973","5","0","",,,"0","dbo","BeaconIncidents","15","2022","01","17"
"I","2022-01-16 23:18:24.077000","237635","2022-01-17 09:48:00.0000000 +10:30","210","5","0","",,,"0","dbo","BeaconIncidents","09","2022","01","17"
"U","2022-01-16 23:18:34.537000","237635","2022-01-17 09:48:00.0000000 +10:30","210","5","7","",,,"0","dbo","BeaconIncidents","09","2022","01","17"
"I","2022-01-16 23:51:24.060000","237638","2022-01-17 10:21:00.0000000 +10:30","2522","5","0","",,,"0","dbo","BeaconIncidents","10","2022","01","17"
"I","2022-01-07 06:36:42.350000","237161","2022-01-07 17:06:30.0000000 +10:30","3149","5","0","",,,"0","dbo","BeaconIncidents","17","2022","01","07"
"I","2022-01-30 22:42:42.777000","238689","2022-01-31 09:12:30.0000000 +10:30","943","5","0","",,,"0","dbo","BeaconIncidents","09","2022","01","31"
"D","2022-01-30 22:42:42.777000","238688","2022-01-31 09:09:02.0000000 +10:30","2636","5","0","",,,"0","dbo","BeaconIncidents","09","2022","01","31"
"U","2022-01-30 22:43:22.873000","238689","2022-01-31 09:12:30.0000000 +10:30","943","5","3","",,,"0","dbo","BeaconIncidents","09","2022","01","31"
"D","2022-01-02 02:13:20.627000","236949","2022-01-02 12:15:01.0000000 +10:30","100","5","0","",,,"0","dbo","BeaconIncidents","12","2022","01","02"
"I","2022-01-25 13:31:07.747000","238354","2022-01-26 00:00:00.0000000 +10:30","3794","5","0","",,,"0","dbo","BeaconIncidents","00","2022","01","26"
"D","2022-01-03 13:49:57.643000","236992","2022-01-04 00:09:30.0000000 +10:30","3484","5","0","",,,"0","dbo","BeaconIncidents","00","2022","01","04"
"I","2021-12-31 15:41:21.803000","236905","2022-01-01 02:11:00.0000000 +10:30","3585","5","0","",,,"0","dbo","BeaconIncidents","02","2022","01","01"
"U","2022-01-23 05:33:25.343000","238187","2022-01-23 16:01:30.0000000 +10:30","2523","5","4","",,,"0","dbo","BeaconIncidents","16","2022","01","23"
"D","2021-12-31 15:39:42.250000","236901","2022-01-01 00:53:30.0000000 +10:30","3487","5","0","",,,"236903","dbo","BeaconIncidents","02","2022","01","01"
"I","2022-01-12 23:58:09.720000","237411","2022-01-13 10:28:00.0000000 +10:30","3705","5","0","",,,"0","dbo","BeaconIncidents","10","2022","01","13"
"I","2022-01-23 04:54:23.740000","238186","2022-01-23 15:24:00.0000000 +10:30","3102","5","0","",,,"0","dbo","BeaconIncidents","15","2022","01","23"
"D","2022-01-08 12:48:42.507000","237200","2022-01-08 23:14:00.0000000 +10:30","3815","5","0","",,,"0","dbo","BeaconIncidents","23","2022","01","08"
"D","2022-01-31 10:21:34.710000","238737","2022-01-31 19:57:30.0000000 +10:30","3892","5","3","",,,"0","dbo","BeaconIncidents","20","2022","01","31"
"D","2022-01-12 15:59:34.367000","237400","2022-01-13 01:56:00.0000000 +10:30","2538","5","0","",,,"237398","dbo","BeaconIncidents","02","2022","01","13"
"I","2022-01-02 07:24:19.290000","236958","2022-01-02 17:54:00.0000000 +10:30","3706","5","0","",,,"0","dbo","BeaconIncidents","17","2022","01","02"
"I","2022-01-26 10:13:12.430000","238408","2022-01-26 20:41:00.0000000 +10:30","3804","5","3","",,,"0","dbo","BeaconIncidents","20","2022","01","26"
"I","2022-01-26 10:13:12.430000","238409","2022-01-26 20:41:30.0000000 +10:30","3892","5","3","",,,"0","dbo","BeaconIncidents","20","2022","01","26"
"I","2022-01-30 13:54:33.780000","238669","2022-01-31 00:24:00.0000000 +10:30","1455","5","0","",,,"0","dbo","BeaconIncidents","00","2022","01","31"
"I","2022-01-03 16:25:42.260000","236995","2022-01-04 02:55:30.0000000 +10:30","2632","5","0","",,,"0","dbo","BeaconIncidents","02","2022","01","04"
"I","2022-01-03 01:25:42.440000","236971","2022-01-03 11:55:31.0000000 +10:30","3786","5","0","",,,"0","dbo","BeaconIncidents","11","2022","01","03"
"D","2022-01-04 09:21:42.747000","237019","2022-01-04 19:32:00.0000000 +10:30","3706","5","0","",,,"0","dbo","BeaconIncidents","19","2022","01","04"
"D","2022-01-07 16:01:59.597000","237167","2022-01-08 02:20:00.0000000 +10:30","1482","5","0","",,,"0","dbo","BeaconIncidents","02","2022","01","08"
"I","2022-01-30 22:18:43.593000","238687","2022-01-31 08:48:30.0000000 +10:30","2931","5","0","",,,"0","dbo","BeaconIncidents","08","2022","01","31"
"D","2022-01-30 22:19:34.803000","238683","2022-01-31 08:21:01.0000000 +10:30","83","5","0","",,,"0","dbo","BeaconIncidents","08","2022","01","31"
"D","2022-01-03 12:17:18.350000","236989","2022-01-03 22:17:30.0000000 +10:30","2538","5","0","",,,"0","dbo","BeaconIncidents","22","2022","01","03"
"D","2022-01-31 01:01:42.533000","238694","2022-01-31 11:26:00.0000000 +10:30","3705","5","0","",,,"0","dbo","BeaconIncidents","11","2022","01","31"
"D","2022-01-08 05:38:42.637000","237184","2022-01-08 15:50:00.0000000 +10:30","3706","5","0","",,,"0","dbo","BeaconIncidents","16","2022","01","08"
"D","2022-01-09 18:50:25.173000","237235","2022-01-10 01:47:30.0000000 +10:30","2538","5","0","",,,"237236","dbo","BeaconIncidents","05","2022","01","10"
"D","2022-01-09 18:50:25.173000","237236","2022-01-10 02:09:00.0000000 +10:30","3484","5","0","",,,"0","dbo","BeaconIncidents","05","2022","01","10"
"U","2022-01-18 01:47:25.047000","237713","2022-01-18 12:06:30.0000000 +10:30","3719","5","1","",,,"0","dbo","BeaconIncidents","12","2022","01","18"
"I","2022-01-18 01:47:25.047000","237715","2022-01-18 12:17:01.0000000 +10:30","2541","5","0","",,,"0","dbo","BeaconIncidents","12","2022","01","18"
"D","2022-01-18 01:47:25.047000","237714","2022-01-18 12:11:30.0000000 +10:30","2367","5","3","",,,"237712","dbo","BeaconIncidents","12","2022","01","18"
"D","2022-01-18 01:48:24.687000","237713","2022-01-18 12:06:30.0000000 +10:30","3719","5","1","",,,"0","dbo","BeaconIncidents","12","2022","01","18"
"D","2021-12-31 21:00:42.590000","236915","2022-01-01 07:14:30.0000000 +10:30","1484","5","0","",,,"0","dbo","BeaconIncidents","07","2022","01","01"
"I","2022-01-18 01:36:42.320000","237713","2022-01-18 12:06:30.0000000 +10:30","3719","5","0","",,,"0","dbo","BeaconIncidents","12","2022","01","18"
"I","2022-01-17 02:36:09.747000","237651","2022-01-17 13:06:00.0000000 +10:30","2270","5","0","",,,"0","dbo","BeaconIncidents","13","2022","01","17"
"I","2022-01-03 02:58:42.557000","236974","2022-01-03 13:28:30.0000000 +10:30","3119","5","0","",,,"0","dbo","BeaconIncidents","13","2022","01","03"
"D","2022-01-31 08:01:21.267000","238723","2022-01-31 17:07:31.0000000 +10:30","3053","5","4","",,,"238722","dbo","BeaconIncidents","18","2022","01","31"
"I","2022-01-01 11:31:42.370000","236935","2022-01-01 22:01:30.0000000 +10:30","1474","5","0","",,,"0","dbo","BeaconIncidents","22","2022","01","01"
"I","2022-01-02 01:24:42.653000","236946","2022-01-02 11:54:30.0000000 +10:30","3327","5","0","",,,"0","dbo","BeaconIncidents","11","2022","01","02"
"D","2022-01-18 06:45:26.883000","237740","2022-01-18 15:45:01.0000000 +10:30","2816","5","0","",,,"0","dbo","BeaconIncidents","17","2022","01","18"
"D","2022-01-10 03:30:42.667000","237254","2022-01-10 13:52:30.0000000 +10:30","3137","5","0","",,,"0","dbo","BeaconIncidents","14","2022","01","10"
"D","2022-01-17 06:58:42.263000","237680","2022-01-17 16:48:00.0000000 +10:30","834","6","4","",,,"0","dbo","BeaconIncidents","17","2022","01","17"
"I","2022-01-18 07:04:42.640000","237762","2022-01-18 17:34:31.0000000 +10:30","3021","5","0","",,,"0","dbo","BeaconIncidents","17","2022","01","18"
"I","2022-01-30 20:16:42.507000","238672","2022-01-31 06:46:30.0000000 +10:30","2147","5","0","",,,"0","dbo","BeaconIncidents","06","2022","01","31"
"I","2022-01-31 05:40:42.943000","238714","2022-01-31 16:10:30.0000000 +10:30","3706","5","0","",,,"0","dbo","BeaconIncidents","16","2022","01","31"
"D","2022-01-31 05:40:42.943000","238713","2022-01-31 16:05:00.0000000 +10:30","822","5","0","",,,"0","dbo","BeaconIncidents","16","2022","01","31"
"D","2022-01-01 09:29:42.237000","236932","2022-01-01 19:51:30.0000000 +10:30","3878","5","0","",,,"0","dbo","BeaconIncidents","20","2022","01","01"
"I","2022-01-03 10:19:42.450000","236987","2022-01-03 20:49:30.0000000 +10:30","3784","5","0","",,,"0","dbo","BeaconIncidents","20","2022","01","03"
"I","2022-01-10 04:55:38.943000","237257","2022-01-10 15:25:30.0000000 +10:30","3280","5","0","",,,"0","dbo","BeaconIncidents","15","2022","01","10"
"I","2022-01-05 00:31:42.290000","237036","2022-01-05 11:01:30.0000000 +10:30","832","5","0","",,,"0","dbo","BeaconIncidents","11","2022","01","05"
"U","2022-01-05 00:32:02.137000","237036","2022-01-05 11:01:30.0000000 +10:30","832","5","3","",,,"0","dbo","BeaconIncidents","11","2022","01","05"
"I","2022-01-30 21:43:42.297000","238680","2022-01-31 08:13:30.0000000 +10:30","3433","5","0","",,,"0","dbo","BeaconIncidents","08","2022","01","31"
"U","2022-01-26 01:36:34.743000","238375","2022-01-26 11:49:31.0000000 +10:30","2717","5","0","",,,"238378","dbo","BeaconIncidents","12","2022","01","26"
"I","2022-01-26 01:36:34.743000","238378","2022-01-26 12:06:31.0000000 +10:30","2719","5","0","",,,"0","dbo","BeaconIncidents","12","2022","01","26"
"I","2022-01-10 05:17:10.420000","237259","2022-01-10 15:47:01.0000000 +10:30","2816","5","0","",,,"0","dbo","BeaconIncidents","15","2022","01","10"
"I","2022-01-08 12:44:22.517000","237200","2022-01-08 23:14:00.0000000 +10:30","3815","5","0","",,,"0","dbo","BeaconIncidents","23","2022","01","08"
"I","2022-01-04 07:23:42.610000","237016","2022-01-04 17:53:30.0000000 +10:30","1804","5","0","",,,"0","dbo","BeaconIncidents","17","2022","01","04"
"I","2022-01-01 01:19:23.117000","236922","2022-01-01 11:49:02.0000000 +10:30","2648","5","0","",,,"236921","dbo","BeaconIncidents","11","2022","01","01"
"D","2022-01-18 03:40:15.490000","237727","2022-01-18 13:21:01.0000000 +10:30","347","5","3","",,,"0","dbo","BeaconIncidents","14","2022","01","18"
"D","2022-01-18 03:40:15.490000","237732","2022-01-18 13:57:00.0000000 +10:30","3705","5","0","",,,"0","dbo","BeaconIncidents","14","2022","01","18"
"I","2022-01-22 19:27:18.240000","238171","2022-01-23 05:57:00.0000000 +10:30","3784","5","0","",,,"0","dbo","BeaconIncidents","05","2022","01","23"
"D","2022-01-30 22:06:42.327000","238685","2022-01-31 08:29:30.0000000 +10:30","2867","5","0","",,,"0","dbo","BeaconIncidents","08","2022","01","31"
"D","2022-01-18 06:28:24.440000","237755","2022-01-18 16:54:00.0000000 +10:30","3280","5","0","",,,"0","dbo","BeaconIncidents","16","2022","01","18"
"D","2022-01-18 06:28:35.193000","237752","2022-01-18 16:48:00.0000000 +10:30","189","5","0","",,,"0","dbo","BeaconIncidents","16","2022","01","18"
"D","2022-01-17 06:28:25.500000","237674","2022-01-17 16:32:31.0000000 +10:30","1692","5","0","",,,"237672","dbo","BeaconIncidents","16","2022","01","17"
"D","2022-01-17 06:28:42.430000","237672","2022-01-17 16:29:31.0000000 +10:30","2883","5","0","",,,"0","dbo","BeaconIncidents","16","2022","01","17"
"U","2022-01-17 06:29:02.490000","237680","2022-01-17 16:48:00.0000000 +10:30","834","6","4","",,,"0","dbo","BeaconIncidents","16","2022","01","17"
"D","2022-01-03 06:50:21.497000","236981","2022-01-03 16:10:30.0000000 +10:30","2369","5","0","",,,"0","dbo","BeaconIncidents","17","2022","01","03"
"D","2022-01-18 07:10:26.623000","237761","2022-01-18 17:33:30.0000000 +10:30","3829","5","0","",,,"0","dbo","BeaconIncidents","17","2022","01","18"
"I","2022-01-31 05:32:33.043000","238712","2022-01-31 16:02:00.0000000 +10:30","1630","5","0","",,,"0","dbo","BeaconIncidents","16","2022","01","31"
"D","2021-12-31 23:01:42.720000","236917","2022-01-01 09:18:00.0000000 +10:30","3583","5","3","",,,"0","dbo","BeaconIncidents","09","2022","01","01"
"I","2022-01-06 21:51:37.843000","237124","2022-01-07 08:21:30.0000000 +10:30","1454","5","0","",,,"0","dbo","BeaconIncidents","08","2022","01","07"
"I","2022-01-01 05:26:42.540000","236926","2022-01-01 15:56:30.0000000 +10:30","3705","5","0","",,,"0","dbo","BeaconIncidents","15","2022","01","01"
"D","2022-01-01 08:01:42.683000","236928","2022-01-01 18:25:30.0000000 +10:30","2652","5","0","",,,"0","dbo","BeaconIncidents","18","2022","01","01"
"I","2022-01-03 05:50:42.727000","236982","2022-01-03 16:20:30.0000000 +10:30","466","5","0","",,,"0","dbo","BeaconIncidents","16","2022","01","03"
"I","2022-01-07 04:50:24.633000","237154","2022-01-07 15:20:00.0000000 +10:30","481","5","0","",,,"0","dbo","BeaconIncidents","15","2022","01","07"
"U","2022-01-07 04:50:38.750000","237154","2022-01-07 15:20:00.0000000 +10:30","481","5","3","",,,"0","dbo","BeaconIncidents","15","2022","01","07"
"U","2022-01-07 04:50:42.067000","237154","2022-01-07 15:20:00.0000000 +10:30","481","5","1","",,,"0","dbo","BeaconIncidents","15","2022","01","07"
"I","2022-01-08 11:26:22.590000","237195","2022-01-08 21:56:00.0000000 +10:30","2538","5","0","",,,"0","dbo","BeaconIncidents","21","2022","01","08"
"I","2021-12-31 16:59:42.360000","236907","2022-01-01 03:29:30.0000000 +10:30","3487","5","0","",,,"236903","dbo","BeaconIncidents","03","2022","01","01"
"I","2022-01-02 23:39:42.330000","236965","2022-01-03 10:09:30.0000000 +10:30","1815","5","0","",,,"0","dbo","BeaconIncidents","10","2022","01","03"
"I","2022-01-26 02:03:24.430000","238384","2022-01-26 12:33:00.0000000 +10:30","1629","5","0","",,,"0","dbo","BeaconIncidents","12","2022","01","26"
"U","2022-01-06 22:18:16.790000","237129","2022-01-07 08:46:30.0000000 +10:30","98","5","1","",,,"0","dbo","BeaconIncidents","08","2022","01","07"
"U","2022-01-06 22:18:32.127000","237128","2022-01-07 08:45:30.0000000 +10:30","3279","5","1","",,,"0","dbo","BeaconIncidents","08","2022","01","07"
"I","2022-01-05 01:20:42.193000","237044","2022-01-05 11:50:30.0000000 +10:30","3108","5","0","",,,"0","dbo","BeaconIncidents","11","2022","01","05"
"I","2022-01-30 22:39:23.080000","238688","2022-01-31 09:09:02.0000000 +10:30","2636","5","0","",,,"0","dbo","BeaconIncidents","09","2022","01","31"
"U","2021-12-31 13:55:48.193000","236879","2021-12-31 21:48:00.0000000 +10:30","1479","5","3","",,,"236894","dbo","BeaconIncidents","00","2022","01","01"
"U","2021-12-31 13:55:48.193000","236886","2021-12-31 23:18:30.0000000 +10:30","1460","5","3","",,,"236894","dbo","BeaconIncidents","00","2022","01","01"
"U","2021-12-31 13:55:48.193000","236888","2021-12-31 23:51:00.0000000 +10:30","1453","5","3","",,,"236894","dbo","BeaconIncidents","00","2022","01","01"
"U","2021-12-31 13:55:48.193000","236892","2022-01-01 00:14:30.0000000 +10:30","1455","5","3","",,,"236894","dbo","BeaconIncidents","00","2022","01","01"
"I","2021-12-31 13:55:48.193000","236894","2022-01-01 00:25:00.0000000 +10:30","1439","5","3","",,,"0","dbo","BeaconIncidents","00","2022","01","01"
"I","2022-01-06 15:11:42.270000","237118","2022-01-07 01:41:30.0000000 +10:30","1475","5","0","",,,"0","dbo","BeaconIncidents","01","2022","01","07"
"I","2022-01-31 05:13:38.630000","238710","2022-01-31 15:43:00.0000000 +10:30","2119","5","0","",,,"0","dbo","BeaconIncidents","15","2022","01","31"
"I","2022-01-09 21:05:42.270000","237238","2022-01-10 07:35:30.0000000 +10:30","671","5","0","",,,"0","dbo","BeaconIncidents","07","2022","01","10"
"D","2022-01-02 04:44:42.277000","236954","2022-01-02 14:43:30.0000000 +10:30","3705","5","0","",,,"0","dbo","BeaconIncidents","15","2022","01","02"
"I","2022-01-18 09:34:29.917000","237766","2022-01-18 20:04:00.0000000 +10:30","3892","5","0","",,,"0","dbo","BeaconIncidents","20","2022","01","18"
"D","2022-01-04 00:09:19.817000","236998","2022-01-04 10:36:30.0000000 +10:30","2266","5","0","",,,"0","dbo","BeaconIncidents","10","2022","01","04"
"D","2022-01-18 07:03:25.797000","237748","2022-01-18 16:39:31.0000000 +10:30","1973","5","0","",,,"0","dbo","BeaconIncidents","17","2022","01","18"
"I","2022-01-18 07:03:42.660000","237761","2022-01-18 17:33:30.0000000 +10:30","3829","5","0","",,,"0","dbo","BeaconIncidents","17","2022","01","18"
"D","2022-01-13 09:57:42.420000","237456","2022-01-13 19:50:30.0000000 +10:30","2064","5","3","",,,"0","dbo","BeaconIncidents","20","2022","01","13"
"D","2022-01-16 18:58:42.377000","237605","2022-01-16 18:45:30.0000000 +10:30","2844","5","0","",,,"0","dbo","BeaconIncidents","05","2022","01","17"
"I","2022-01-18 04:06:42.447000","237734","2022-01-18 14:36:30.0000000 +10:30","1255","5","0","",,,"0","dbo","BeaconIncidents","14","2022","01","18"
"I","2022-01-17 05:35:35.440000","237669","2022-01-17 16:05:31.0000000 +10:30","1943","5","0","",,,"0","dbo","BeaconIncidents","16","2022","01","17"
"I","2022-01-17 04:41:42.717000","237660","2022-01-17 15:11:31.0000000 +10:30","627","5","0","",,,"0","dbo","BeaconIncidents","15","2022","01","17"
"I","2022-01-01 04:39:42.497000","236925","2022-01-01 15:09:30.0000000 +10:30","3417","5","0","",,,"0","dbo","BeaconIncidents","15","2022","01","01"
"I","2022-01-18 06:24:25.260000","237755","2022-01-18 16:54:00.0000000 +10:30","3280","5","0","",,,"0","dbo","BeaconIncidents","16","2022","01","18"
"D","2022-01-18 06:24:25.260000","237753","2022-01-18 16:51:32.0000000 +10:30","2637","5","0","",,,"0","dbo","BeaconIncidents","16","2022","01","18"
"I","2022-01-30 19:15:42.493000","238671","2022-01-31 05:45:30.0000000 +10:30","1061","5","0","",,,"0","dbo","BeaconIncidents","05","2022","01","31"
"U","2022-01-30 19:16:09.437000","238671","2022-01-31 05:45:30.0000000 +10:30","1061","5","3","",,,"0","dbo","BeaconIncidents","05","2022","01","31"
"D","2022-01-23 10:11:39.133000","238189","2022-01-23 20:32:00.0000000 +10:30","1821","5","0","",,,"0","dbo","BeaconIncidents","20","2022","01","23"
"D","2022-01-08 11:29:34.530000","237195","2022-01-08 21:56:00.0000000 +10:30","2538","5","0","",,,"0","dbo","BeaconIncidents","22","2022","01","08"
"I","2022-01-07 04:00:28.883000","237152","2022-01-07 14:30:00.0000000 +10:30","1183","5","0","",,,"0","dbo","BeaconIncidents","14","2022","01","07"
"D","2022-01-07 04:00:28.883000","237148","2022-01-07 13:48:00.0000000 +10:30","2721","5","3","",,,"237145","dbo","BeaconIncidents","14","2022","01","07"
"U","2022-01-07 04:00:30.903000","237151","2022-01-07 14:19:00.0000000 +10:30","671","5","1","",,,"0","dbo","BeaconIncidents","14","2022","01","07"
"U","2021-12-31 14:24:45.200000","236901","2022-01-01 00:53:30.0000000 +10:30","3487","5","0","",,,"236903","dbo","BeaconIncidents","00","2022","01","01"
"I","2021-12-31 14:24:45.200000","236902","2022-01-01 00:54:30.0000000 +10:30","2469","5","0","",,,"0","dbo","BeaconIncidents","00","2022","01","01"
"I","2021-12-31 14:24:45.200000","236903","2022-01-01 00:54:30.0000000 +10:30","3484","5","0","",,,"0","dbo","BeaconIncidents","00","2022","01","01"
"D","2021-12-31 14:24:45.200000","236893","2022-01-01 00:17:30.0000000 +10:30","260","5","3","",,,"0","dbo","BeaconIncidents","00","2022","01","01"
"D","2022-01-08 00:24:42.293000","237173","2022-01-08 10:48:00.0000000 +10:30","319","5","0","",,,"0","dbo","BeaconIncidents","10","2022","01","08"
"D","2022-01-31 03:08:42.347000","238699","2022-01-31 13:29:00.0000000 +10:30","3705","5","0","",,,"0","dbo","BeaconIncidents","13","2022","01","31"
"I","2022-01-26 01:48:42.430000","238382","2022-01-26 12:18:33.0000000 +10:30","3784","5","0","",,,"0","dbo","BeaconIncidents","12","2022","01","26"
"I","2022-01-06 20:56:42.293000","237122","2022-01-07 07:26:30.0000000 +10:30","3279","5","0","",,,"0","dbo","BeaconIncidents","07","2022","01","07"
"D","2022-01-09 20:52:23.047000","237237","2022-01-10 06:44:30.0000000 +10:30","3705","5","0","",,,"0","dbo","BeaconIncidents","07","2022","01","10"
"D","2022-01-08 10:38:18.180000","237192","2022-01-08 21:01:30.0000000 +10:30","3707","5","0","",,,"0","dbo","BeaconIncidents","21","2022","01","08"
"I","2022-01-17 05:20:12.687000","237665","2022-01-17 15:50:00.0000000 +10:30","110","5","0","",,,"0","dbo","BeaconIncidents","15","2022","01","17"
"I","2022-01-17 03:04:42.633000","237653","2022-01-17 13:34:30.0000000 +10:30","3122","5","0","",,,"0","dbo","BeaconIncidents","13","2022","01","17"
"U","2022-01-17 03:05:28.800000","237653","2022-01-17 13:34:30.0000000 +10:30","3122","5","7","",,,"0","dbo","BeaconIncidents","13","2022","01","17"
"I","2022-01-17 03:05:35.540000","237654","2022-01-17 13:35:30.0000000 +10:30","2522","5","0","",,,"0","dbo","BeaconIncidents","13","2022","01","17"
"D","2022-01-25 13:37:13.403000","238354","2022-01-26 00:00:00.0000000 +10:30","3794","5","0","",,,"0","dbo","BeaconIncidents","00","2022","01","26"
"I","2022-01-25 13:37:45.243000","238355","2022-01-26 00:07:30.0000000 +10:30","3846","5","0","",,,"0","dbo","BeaconIncidents","00","2022","01","26"
"U","2022-01-25 13:38:10.393000","238355","2022-01-26 00:07:30.0000000 +10:30","3846","5","3","",,,"0","dbo","BeaconIncidents","00","2022","01","26"
"D","2022-01-30 22:07:42.327000","238682","2022-01-31 08:19:00.0000000 +10:30","111","5","3","",,,"0","dbo","BeaconIncidents","08","2022","01","31"
"D","2022-01-08 12:22:42.500000","237196","2022-01-08 22:16:30.0000000 +10:30","2469","5","0","",,,"0","dbo","BeaconIncidents","22","2022","01","08"
"D","2022-01-08 08:52:42.267000","237188","2022-01-08 19:19:00.0000000 +10:30","2633","5","0","",,,"0","dbo","BeaconIncidents","19","2022","01","08"
"I","2022-01-01 11:16:42.360000","236934","2022-01-01 21:46:30.0000000 +10:30","2538","5","0","",,,"0","dbo","BeaconIncidents","21","2022","01","01"
"D","2022-01-18 12:28:42.390000","237767","2022-01-18 20:05:30.0000000 +10:30","3894","5","3","",,,"237766","dbo","BeaconIncidents","22","2022","01","18"
"I","2022-01-07 05:11:23.693000","237156","2022-01-07 15:41:00.0000000 +10:30","2924","5","0","",,,"0","dbo","BeaconIncidents","15","2022","01","07"
"D","2022-01-09 23:25:42.403000","237239","2022-01-10 09:53:30.0000000 +10:30","3706","5","0","",,,"0","dbo","BeaconIncidents","09","2022","01","10"
"I","2022-01-10 11:02:20.007000","237269","2022-01-10 21:32:00.0000000 +10:30","3804","5","0","",,,"0","dbo","BeaconIncidents","21","2022","01","10"
"U","2022-01-10 11:02:42.360000","237269","2022-01-10 21:32:00.0000000 +10:30","3804","5","3","",,,"0","dbo","BeaconIncidents","21","2022","01","10"
"I","2022-01-26 07:16:42.803000","238400","2022-01-26 17:46:33.0000000 +10:30","2649","5","3","",,,"238399","dbo","BeaconIncidents","17","2022","01","26"
"I","2022-01-07 00:32:23.840000","237135","2022-01-07 11:02:00.0000000 +10:30","2735","5","3","",,,"237130","dbo","BeaconIncidents","11","2022","01","07"
"I","2022-01-10 02:12:42.609486","237252","2022-01-10 12:42:30.0000000 +10:30","3475","5","0","",,,"0","dbo","BeaconIncidents","12","2022","01","10"
"I","2022-01-10 00:27:34.217000","237245","2022-01-10 10:57:30.0000000 +10:30","696","5","0","",,,"0","dbo","BeaconIncidents","10","2022","01","10"
"D","2022-01-18 07:18:24.873000","237749","2022-01-18 16:42:00.0000000 +10:30","1975","5","0","",,,"0","dbo","BeaconIncidents","17","2022","01","18"
"D","2022-01-23 01:58:09.433000","238180","2022-01-23 12:24:00.0000000 +10:30","3706","5","0","",,,"0","dbo","BeaconIncidents","12","2022","01","23"
"D","2022-01-06 22:15:30.380000","237127","2022-01-07 08:39:00.0000000 +10:30","2366","5","0","",,,"0","dbo","BeaconIncidents","08","2022","01","07"
"I","2022-01-06 22:15:40.543000","237128","2022-01-07 08:45:30.0000000 +10:30","3279","5","0","",,,"0","dbo","BeaconIncidents","08","2022","01","07"
"I","2022-01-26 10:25:25.303000","238412","2022-01-26 20:55:00.0000000 +10:30","1453","5","0","",,,"0","dbo","BeaconIncidents","20","2022","01","26"
"I","2022-01-17 00:20:42.453000","237644","2022-01-17 10:50:30.0000000 +10:30","3588","5","3","",,,"237641","dbo","BeaconIncidents","10","2022","01","17"
"I","2022-01-17 21:08:42.607000","237697","2022-01-18 07:38:31.0000000 +10:30","627","5","0","",,,"0","dbo","BeaconIncidents","07","2022","01","18"
"D","2022-01-04 12:10:42.343000","237021","2022-01-04 22:39:00.0000000 +10:30","3787","5","0","",,,"0","dbo","BeaconIncidents","22","2022","01","04"
"I","2022-01-31 04:48:24.120000","238706","2022-01-31 15:18:00.0000000 +10:30","3706","5","0","",,,"0","dbo","BeaconIncidents","15","2022","01","31"
"I","2022-01-23 12:49:34.330000","238193","2022-01-23 23:19:30.0000000 +10:30","915","5","0","",,,"0","dbo","BeaconIncidents","23","2022","01","23"
"I","2021-12-31 17:24:45.617000","236908","2022-01-01 03:52:00.0000000 +10:30","1485","5","0","",,,"0","dbo","BeaconIncidents","03","2022","01","01"
"D","2021-12-31 17:25:42.377000","236908","2022-01-01 03:52:00.0000000 +10:30","1485","5","0","",,,"0","dbo","BeaconIncidents","03","2022","01","01"
"D","2022-01-23 03:00:38.783000","238181","2022-01-23 12:45:30.0000000 +10:30","1815","5","0","",,,"0","dbo","BeaconIncidents","13","2022","01","23"
"I","2022-01-04 00:17:19.977000","236999","2022-01-04 10:47:01.0000000 +10:30","311","5","0","",,,"0","dbo","BeaconIncidents","10","2022","01","04"
"I","2022-01-31 07:12:44.507000","238728","2022-01-31 17:42:30.0000000 +10:30","2090","5","0","",,,"0","dbo","BeaconIncidents","17","2022","01","31"
"I","2022-01-31 07:13:21.023000","238729","2022-01-31 17:43:01.0000000 +10:30","1973","5","0","",,,"0","dbo","BeaconIncidents","17","2022","01","31"
"I","2022-01-23 02:57:24.433000","238184","2022-01-23 13:27:00.0000000 +10:30","3411","5","0","",,,"0","dbo","BeaconIncidents","13","2022","01","23"
"D","2022-01-22 17:21:22.330000","238163","2022-01-23 03:47:30.0000000 +10:30","2636","5","0","",,,"0","dbo","BeaconIncidents","03","2022","01","23"
