"op","dms_update_ts","id","createdat","linkid","prioritytype","incidenttype","expirytime","expireusingexcessdelay","isactive","parentincidentid","schema_name","table_name","ingest_hour","ingest_year","ingest_month","ingest_day"
"I","2022-01-28 02:28:42.640000","238510","2022-01-28 12:58:31.0000000 +10:30","2065","5","0","",,,"0","dbo","BeaconIncidents","12","2022","01","28"
"I","2022-01-28 02:28:42.640000","238511","2022-01-28 12:58:31.0000000 +10:30","3574","5","0","",,,"238507","dbo","BeaconIncidents","12","2022","01","28"
"U","2022-01-28 02:29:24.230000","238510","2022-01-28 12:58:31.0000000 +10:30","2065","5","0","",,,"238512","dbo","BeaconIncidents","12","2022","01","28"
"I","2022-01-28 02:29:24.230000","238512","2022-01-28 12:59:00.0000000 +10:30","2067","5","0","",,,"0","dbo","BeaconIncidents","12","2022","01","28"
"I","2022-01-26 20:52:23.400000","238421","2022-01-27 07:22:00.0000000 +10:30","627","5","0","",,,"0","dbo","BeaconIncidents","07","2022","01","27"
"D","2022-01-09 05:28:19.640000","237224","2022-01-09 15:50:00.0000000 +10:30","2685","5","0","",,,"0","dbo","BeaconIncidents","15","2022","01","09"
"D","2022-01-19 05:51:42.387000","237847","2022-01-19 16:12:00.0000000 +10:30","2666","5","0","",,,"0","dbo","BeaconIncidents","16","2022","01","19"
"D","2022-01-11 13:31:34.450000","237329","2022-01-11 22:44:00.0000000 +10:30","3787","5","0","",,,"0","dbo","BeaconIncidents","00","2022","01","12"
"D","2022-01-26 20:31:42.493000","238420","2022-01-27 06:33:30.0000000 +10:30","627","5","0","",,,"0","dbo","BeaconIncidents","07","2022","01","27"
"I","2022-01-27 06:16:42.520000","238468","2022-01-27 16:46:30.0000000 +10:30","3705","5","0","",,,"0","dbo","BeaconIncidents","16","2022","01","27"
"I","2022-01-24 20:53:34.810000","238280","2022-01-25 07:23:30.0000000 +10:30","627","5","0","",,,"0","dbo","BeaconIncidents","07","2022","01","25"
"I","2022-01-15 11:45:25.493000","237567","2022-01-15 22:15:00.0000000 +10:30","3262","5","0","",,,"0","dbo","BeaconIncidents","22","2022","01","15"
"I","2022-01-15 22:56:20.203000","237583","2022-01-16 09:26:00.0000000 +10:30","3771","5","0","",,,"0","dbo","BeaconIncidents","09","2022","01","16"
"U","2022-01-15 22:56:42.083000","237583","2022-01-16 09:26:00.0000000 +10:30","3771","5","3","",,,"0","dbo","BeaconIncidents","09","2022","01","16"
"D","2022-01-14 13:48:13.017000","237530","2022-01-14 20:01:00.0000000 +10:30","3892","5","3","",,,"0","dbo","BeaconIncidents","00","2022","01","15"
"D","2022-01-28 07:32:42.390000","238538","2022-01-28 16:32:01.0000000 +10:30","1973","5","0","",,,"0","dbo","BeaconIncidents","18","2022","01","28"
"I","2022-01-19 00:02:42.577000","237797","2022-01-19 10:32:30.0000000 +10:30","3591","5","0","",,,"0","dbo","BeaconIncidents","10","2022","01","19"
"U","2022-01-19 00:03:02.500000","237797","2022-01-19 10:32:30.0000000 +10:30","3591","5","3","",,,"0","dbo","BeaconIncidents","10","2022","01","19"
"D","2022-01-12 04:53:24.870000","237360","2022-01-12 14:27:00.0000000 +10:30","2113","5","3","",,,"0","dbo","BeaconIncidents","15","2022","01","12"
"D","2022-01-05 20:52:46.353000","237063","2022-01-06 06:40:30.0000000 +10:30","3705","5","0","",,,"0","dbo","BeaconIncidents","07","2022","01","06"
"D","2022-01-19 07:29:24.913000","237857","2022-01-19 16:29:31.0000000 +10:30","1973","5","1","",,,"0","dbo","BeaconIncidents","18","2022","01","19"
"D","2022-01-19 07:29:44.220000","237874","2022-01-19 17:08:30.0000000 +10:30","671","5","1","",,,"0","dbo","BeaconIncidents","18","2022","01","19"
"D","2022-01-29 02:16:20.327000","238585","2022-01-29 12:03:33.0000000 +10:30","2648","5","0","",,,"238584","dbo","BeaconIncidents","12","2022","01","29"
"D","2022-01-11 05:30:47.063000","237304","2022-01-11 15:29:30.0000000 +10:30","3417","5","0","",,,"0","dbo","BeaconIncidents","16","2022","01","11"
"I","2022-01-08 14:27:22.163000","237203","2022-01-09 00:57:00.0000000 +10:30","3487","5","0","",,,"237202","dbo","BeaconIncidents","00","2022","01","09"
"I","2022-01-19 12:05:42.773000","237903","2022-01-19 22:35:30.0000000 +10:30","1453","5","0","",,,"0","dbo","BeaconIncidents","22","2022","01","19"
"D","2022-01-10 20:39:28.523000","237277","2022-01-11 06:57:00.0000000 +10:30","3705","5","0","",,,"0","dbo","BeaconIncidents","07","2022","01","11"
"I","2022-01-06 10:20:21.087000","237112","2022-01-06 20:50:00.0000000 +10:30","2154","5","0","",,,"0","dbo","BeaconIncidents","20","2022","01","06"
"D","2022-01-06 10:20:21.087000","237110","2022-01-06 19:46:30.0000000 +10:30","1453","5","0","",,,"0","dbo","BeaconIncidents","20","2022","01","06"
"D","2022-01-12 04:14:05.053000","237361","2022-01-12 14:28:30.0000000 +10:30","717","5","0","",,,"0","dbo","BeaconIncidents","14","2022","01","12"
"D","2022-01-12 04:14:46.060000","237356","2022-01-12 13:17:30.0000000 +10:30","2367","5","3","",,,"237355","dbo","BeaconIncidents","14","2022","01","12"
"I","2022-01-10 23:28:07.550000","237292","2022-01-11 09:55:00.0000000 +10:30","1485","5","0","",,,"0","dbo","BeaconIncidents","09","2022","01","11"
"D","2022-01-10 23:28:40.817000","237292","2022-01-11 09:55:00.0000000 +10:30","1485","5","0","",,,"0","dbo","BeaconIncidents","09","2022","01","11"
"D","2022-01-12 01:24:23.767000","237344","2022-01-12 11:49:00.0000000 +10:30","2266","5","0","",,,"0","dbo","BeaconIncidents","11","2022","01","12"
"I","2022-01-06 03:43:24.003000","237089","2022-01-06 14:13:00.0000000 +10:30","671","5","0","",,,"0","dbo","BeaconIncidents","14","2022","01","06"
"D","2022-01-27 03:44:42.353000","238451","2022-01-27 14:07:00.0000000 +10:30","2154","5","0","",,,"0","dbo","BeaconIncidents","14","2022","01","27"
"D","2022-01-27 04:06:42.363000","238452","2022-01-27 14:18:00.0000000 +10:30","2619","5","0","",,,"0","dbo","BeaconIncidents","14","2022","01","27"
"D","2022-01-12 03:04:42.450000","237354","2022-01-12 12:56:00.0000000 +10:30","671","5","0","",,,"0","dbo","BeaconIncidents","13","2022","01","12"
"D","2022-01-14 20:10:15.713000","237544","2022-01-15 04:59:30.0000000 +10:30","2637","5","0","",,,"0","dbo","BeaconIncidents","06","2022","01","15"
"I","2022-01-09 05:15:21.437000","237221","2022-01-09 15:45:01.0000000 +10:30","2684","5","0","",,,"0","dbo","BeaconIncidents","15","2022","01","09"
"D","2022-01-05 16:13:54.553000","237062","2022-01-06 00:58:30.0000000 +10:30","2538","5","0","",,,"0","dbo","BeaconIncidents","02","2022","01","06"
"D","2022-01-25 03:29:23.943000","238303","2022-01-25 13:53:30.0000000 +10:30","334","5","3","",,,"0","dbo","BeaconIncidents","14","2022","01","25"
"I","2022-01-28 05:33:24.700000","238532","2022-01-28 16:03:00.0000000 +10:30","2147","5","0","",,,"0","dbo","BeaconIncidents","16","2022","01","28"
"D","2022-01-10 19:08:23.330000","237269","2022-01-10 21:32:00.0000000 +10:30","3804","5","3","",,,"0","dbo","BeaconIncidents","05","2022","01","11"
"I","2022-01-05 13:42:18.223000","237060","2022-01-06 00:12:00.0000000 +10:30","3787","5","0","",,,"0","dbo","BeaconIncidents","00","2022","01","06"
"D","2022-01-25 06:23:42.350000","238328","2022-01-25 16:33:00.0000000 +10:30","459","5","0","",,,"0","dbo","BeaconIncidents","16","2022","01","25"
"I","2022-01-25 06:24:34.923000","238332","2022-01-25 16:54:31.0000000 +10:30","3158","5","0","",,,"0","dbo","BeaconIncidents","16","2022","01","25"
"I","2022-01-05 21:04:23.237000","237065","2022-01-06 07:34:00.0000000 +10:30","1718","5","0","",,,"0","dbo","BeaconIncidents","07","2022","01","06"
"U","2022-01-05 21:04:46.387000","237065","2022-01-06 07:34:00.0000000 +10:30","1718","5","3","",,,"0","dbo","BeaconIncidents","07","2022","01","06"
"I","2022-01-11 07:34:16.720000","237310","2022-01-11 18:04:00.0000000 +10:30","3416","5","0","",,,"0","dbo","BeaconIncidents","18","2022","01","11"
"D","2022-01-11 19:18:42.280000","237319","2022-01-11 20:34:30.0000000 +10:30","3804","5","3","",,,"0","dbo","BeaconIncidents","05","2022","01","12"
"I","2022-01-15 10:00:06.007000","237563","2022-01-15 20:29:30.0000000 +10:30","2154","5","0","",,,"0","dbo","BeaconIncidents","20","2022","01","15"
"I","2022-01-19 00:04:24.910000","237798","2022-01-19 10:34:01.0000000 +10:30","1455","5","0","",,,"0","dbo","BeaconIncidents","10","2022","01","19"
"I","2022-01-27 05:19:42.453000","238460","2022-01-27 15:49:30.0000000 +10:30","1707","5","3","",,,"238454","dbo","BeaconIncidents","15","2022","01","27"
"I","2022-01-27 05:19:42.453000","238461","2022-01-27 15:49:31.0000000 +10:30","3583","5","0","",,,"0","dbo","BeaconIncidents","15","2022","01","27"
"I","2022-01-27 05:20:26.813000","238462","2022-01-27 15:50:00.0000000 +10:30","704","5","0","",,,"0","dbo","BeaconIncidents","15","2022","01","27"
"I","2022-01-19 23:58:42.370000","237927","2022-01-20 10:28:30.0000000 +10:30","2721","5","3","",,,"237920","dbo","BeaconIncidents","10","2022","01","20"
"D","2022-01-05 13:52:42.770000","237060","2022-01-06 00:12:00.0000000 +10:30","3787","5","0","",,,"0","dbo","BeaconIncidents","00","2022","01","06"
"D","2022-01-27 02:06:25.557000","238441","2022-01-27 10:27:00.0000000 +10:30","1061","5","3","",,,"0","dbo","BeaconIncidents","12","2022","01","27"
"I","2022-01-27 02:07:20.527000","238447","2022-01-27 12:37:00.0000000 +10:30","1334","5","0","",,,"0","dbo","BeaconIncidents","12","2022","01","27"
"D","2022-01-06 02:38:01.957000","237075","2022-01-06 11:14:00.0000000 +10:30","2864","5","0","",,,"0","dbo","BeaconIncidents","13","2022","01","06"
"U","2022-01-06 05:12:25.020000","237091","2022-01-06 14:41:00.0000000 +10:30","2885","5","2","",,,"237093","dbo","BeaconIncidents","15","2022","01","06"
"U","2022-01-06 05:12:25.020000","237093","2022-01-06 14:41:31.0000000 +10:30","2887","5","2","",,,"0","dbo","BeaconIncidents","15","2022","01","06"
"U","2022-01-06 05:12:25.020000","237096","2022-01-06 14:58:00.0000000 +10:30","1688","5","2","",,,"237093","dbo","BeaconIncidents","15","2022","01","06"
"U","2022-01-06 05:12:42.243000","237095","2022-01-06 14:51:30.0000000 +10:30","2888","5","2","",,,"0","dbo","BeaconIncidents","15","2022","01","06"
"D","2022-01-27 01:57:42.810000","238445","2022-01-27 12:18:00.0000000 +10:30","1203","5","0","",,,"0","dbo","BeaconIncidents","12","2022","01","27"
"D","2022-01-11 05:58:05.500000","237306","2022-01-11 16:17:00.0000000 +10:30","824","5","0","",,,"0","dbo","BeaconIncidents","16","2022","01","11"
"I","2022-01-11 10:25:25.730000","237321","2022-01-11 20:55:00.0000000 +10:30","2199","5","0","",,,"0","dbo","BeaconIncidents","20","2022","01","11"
"I","2022-01-05 21:19:42.233000","237066","2022-01-06 07:49:30.0000000 +10:30","3706","5","0","",,,"0","dbo","BeaconIncidents","07","2022","01","06"
"D","2022-01-06 07:23:23.643000","237104","2022-01-06 17:12:30.0000000 +10:30","1625","5","0","",,,"0","dbo","BeaconIncidents","17","2022","01","06"
"U","2022-01-26 21:25:26.310000","238426","2022-01-27 07:54:31.0000000 +10:30","2417","5","3","",,,"0","dbo","BeaconIncidents","07","2022","01","27"
"I","2022-01-26 21:25:35.413000","238427","2022-01-27 07:55:30.0000000 +10:30","112","5","0","",,,"0","dbo","BeaconIncidents","07","2022","01","27"
"I","2022-01-26 21:25:35.413000","238428","2022-01-27 07:55:31.0000000 +10:30","2931","5","0","",,,"0","dbo","BeaconIncidents","07","2022","01","27"
"U","2022-01-26 21:26:02.403000","238427","2022-01-27 07:55:30.0000000 +10:30","112","5","3","",,,"0","dbo","BeaconIncidents","07","2022","01","27"
"D","2022-01-28 06:36:25.817000","238524","2022-01-28 14:33:00.0000000 +10:30","1946","5","0","",,,"0","dbo","BeaconIncidents","17","2022","01","28"
"D","2022-01-10 22:49:20.183000","237284","2022-01-11 08:14:00.0000000 +10:30","1863","5","7","",,,"0","dbo","BeaconIncidents","09","2022","01","11"
"I","2022-01-12 10:42:34.767000","237393","2022-01-12 21:12:30.0000000 +10:30","241","5","0","",,,"0","dbo","BeaconIncidents","21","2022","01","12"
"U","2022-01-12 10:43:02.630000","237393","2022-01-12 21:12:30.0000000 +10:30","241","5","3","",,,"0","dbo","BeaconIncidents","21","2022","01","12"
"D","2022-01-19 02:34:19.423000","237816","2022-01-19 12:55:00.0000000 +10:30","824","5","3","",,,"0","dbo","BeaconIncidents","13","2022","01","19"
"I","2022-01-20 05:07:42.727000","237951","2022-01-20 15:37:30.0000000 +10:30","2923","5","0","",,,"0","dbo","BeaconIncidents","15","2022","01","20"
"I","2022-01-19 10:56:20.823000","237898","2022-01-19 21:26:00.0000000 +10:30","3777","5","0","",,,"0","dbo","BeaconIncidents","21","2022","01","19"
"D","2022-01-15 13:05:09.880000","237569","2022-01-15 23:25:00.0000000 +10:30","1450","5","0","",,,"0","dbo","BeaconIncidents","23","2022","01","15"
"D","2022-01-19 06:35:28.283000","237855","2022-01-19 16:28:00.0000000 +10:30","2924","5","0","",,,"0","dbo","BeaconIncidents","17","2022","01","19"
"U","2022-01-19 06:36:23.823000","237872","2022-01-19 16:59:31.0000000 +10:30","2111","5","1","",,,"0","dbo","BeaconIncidents","17","2022","01","19"
"I","2022-01-27 07:54:42.620000","238477","2022-01-27 18:24:30.0000000 +10:30","1735","5","0","",,,"0","dbo","BeaconIncidents","18","2022","01","27"
"I","2022-01-20 07:04:24.807000","237962","2022-01-20 17:34:00.0000000 +10:30","2138","5","0","",,,"0","dbo","BeaconIncidents","17","2022","01","20"
"I","2022-01-10 13:44:21.687000","237275","2022-01-11 00:14:00.0000000 +10:30","3787","5","3","",,,"237269","dbo","BeaconIncidents","00","2022","01","11"
"I","2022-01-11 07:03:42.697000","237309","2022-01-11 17:33:30.0000000 +10:30","3298","5","0","",,,"0","dbo","BeaconIncidents","17","2022","01","11"
"U","2022-01-11 07:04:19.263000","237309","2022-01-11 17:33:30.0000000 +10:30","3298","5","3","",,,"0","dbo","BeaconIncidents","17","2022","01","11"
"I","2022-01-28 07:16:22.983000","238549","2022-01-28 17:46:00.0000000 +10:30","1815","5","0","",,,"0","dbo","BeaconIncidents","17","2022","01","28"
"I","2022-01-28 07:16:42.370000","238550","2022-01-28 17:46:30.0000000 +10:30","2138","5","0","",,,"0","dbo","BeaconIncidents","17","2022","01","28"
"I","2022-01-06 00:16:23.347000","237073","2022-01-06 10:46:00.0000000 +10:30","2923","5","0","",,,"0","dbo","BeaconIncidents","10","2022","01","06"
"I","2022-01-12 01:06:42.650000","237342","2022-01-12 11:36:30.0000000 +10:30","1261","5","0","",,,"0","dbo","BeaconIncidents","11","2022","01","12"
"U","2022-01-12 01:07:02.600000","237342","2022-01-12 11:36:30.0000000 +10:30","1261","5","3","",,,"0","dbo","BeaconIncidents","11","2022","01","12"
"D","2022-01-19 00:55:34.703000","237805","2022-01-19 11:23:31.0000000 +10:30","3786","5","0","",,,"0","dbo","BeaconIncidents","11","2022","01","19"
"I","2022-01-12 05:44:21.520000","237371","2022-01-12 16:14:00.0000000 +10:30","1846","5","0","",,,"0","dbo","BeaconIncidents","16","2022","01","12"
"D","2022-01-06 06:02:09.110000","237098","2022-01-06 15:26:31.0000000 +10:30","83","5","0","",,,"0","dbo","BeaconIncidents","16","2022","01","06"
"D","2022-01-27 15:46:42.523000","238485","2022-01-28 02:09:30.0000000 +10:30","2637","5","0","",,,"0","dbo","BeaconIncidents","02","2022","01","28"
"I","2022-01-14 19:20:35.707000","237546","2022-01-15 05:50:30.0000000 +10:30","3787","5","0","",,,"0","dbo","BeaconIncidents","05","2022","01","15"
"I","2022-01-26 23:20:42.677000","238433","2022-01-27 09:50:30.0000000 +10:30","124","5","0","",,,"0","dbo","BeaconIncidents","09","2022","01","27"
"U","2022-01-26 23:21:02.570000","238433","2022-01-27 09:50:30.0000000 +10:30","124","5","3","",,,"0","dbo","BeaconIncidents","09","2022","01","27"
"I","2022-01-29 12:04:23.077000","238626","2022-01-29 22:34:00.0000000 +10:30","2648","5","0","",,,"0","dbo","BeaconIncidents","22","2022","01","29"
"U","2022-01-29 12:04:34.507000","238626","2022-01-29 22:34:00.0000000 +10:30","2648","5","3","",,,"0","dbo","BeaconIncidents","22","2022","01","29"
"I","2022-01-05 20:10:42.330000","237063","2022-01-06 06:40:30.0000000 +10:30","3705","5","0","",,,"0","dbo","BeaconIncidents","06","2022","01","06"
"D","2022-01-28 06:17:25.250000","238537","2022-01-28 16:27:31.0000000 +10:30","2369","5","0","",,,"0","dbo","BeaconIncidents","16","2022","01","28"
"I","2022-01-09 08:41:18.800000","237230","2022-01-09 19:11:00.0000000 +10:30","3785","5","0","",,,"0","dbo","BeaconIncidents","19","2022","01","09"
"D","2022-01-15 23:09:42.290000","237583","2022-01-16 09:26:00.0000000 +10:30","3771","5","3","",,,"0","dbo","BeaconIncidents","09","2022","01","16"
"D","2022-01-28 07:05:27.347000","238547","2022-01-28 17:20:31.0000000 +10:30","1702","5","0","",,,"238544","dbo","BeaconIncidents","17","2022","01","28"
"I","2022-01-25 10:05:42.617000","238351","2022-01-25 20:35:30.0000000 +10:30","2064","5","0","",,,"0","dbo","BeaconIncidents","20","2022","01","25"
"U","2022-01-25 10:06:09.443000","238351","2022-01-25 20:35:30.0000000 +10:30","2064","5","3","",,,"0","dbo","BeaconIncidents","20","2022","01","25"
"D","2022-01-27 10:33:42.767000","238481","2022-01-27 20:48:30.0000000 +10:30","1059","5","3","",,,"0","dbo","BeaconIncidents","21","2022","01","27"
"D","2022-01-27 06:03:42.497000","238465","2022-01-27 16:14:30.0000000 +10:30","824","5","0","",,,"0","dbo","BeaconIncidents","16","2022","01","27"
"D","2022-01-15 14:20:42.473000","237570","2022-01-16 00:19:30.0000000 +10:30","2229","5","0","",,,"0","dbo","BeaconIncidents","00","2022","01","16"
"I","2022-01-18 21:55:10.467000","237787","2022-01-19 08:25:00.0000000 +10:30","503","5","0","",,,"0","dbo","BeaconIncidents","08","2022","01","19"
"U","2022-01-18 21:55:39.047000","237787","2022-01-19 08:25:00.0000000 +10:30","503","5","6","",,,"0","dbo","BeaconIncidents","08","2022","01","19"
"D","2022-01-15 14:51:22.070000","237571","2022-01-16 01:01:00.0000000 +10:30","943","5","3","",,,"0","dbo","BeaconIncidents","01","2022","01","16"
"I","2022-01-05 13:58:55.127000","237061","2022-01-06 00:28:30.0000000 +10:30","3787","5","0","",,,"0","dbo","BeaconIncidents","00","2022","01","06"
"I","2022-01-26 21:12:14.820000","238423","2022-01-27 07:41:30.0000000 +10:30","1952","5","0","",,,"0","dbo","BeaconIncidents","07","2022","01","27"
"I","2022-01-06 01:48:23.773000","237080","2022-01-06 12:18:00.0000000 +10:30","1201","5","0","",,,"0","dbo","BeaconIncidents","12","2022","01","06"
"D","2022-01-12 06:57:24.350000","237379","2022-01-12 17:20:30.0000000 +10:30","3484","5","0","",,,"0","dbo","BeaconIncidents","17","2022","01","12"
"I","2022-01-06 01:46:42.247000","237079","2022-01-06 12:16:30.0000000 +10:30","984","5","0","",,,"0","dbo","BeaconIncidents","12","2022","01","06"
"U","2022-01-06 01:47:02.110000","237079","2022-01-06 12:16:30.0000000 +10:30","984","5","3","",,,"0","dbo","BeaconIncidents","12","2022","01","06"
"I","2022-01-20 10:39:42.473000","237972","2022-01-20 21:09:30.0000000 +10:30","189","5","0","",,,"0","dbo","BeaconIncidents","21","2022","01","20"
"U","2022-01-20 10:40:02.380000","237972","2022-01-20 21:09:30.0000000 +10:30","189","5","3","",,,"0","dbo","BeaconIncidents","21","2022","01","20"
"D","2022-01-12 06:50:36.653000","237373","2022-01-12 16:24:01.0000000 +10:30","3003","5","0","",,,"237372","dbo","BeaconIncidents","17","2022","01","12"
"I","2022-01-12 06:50:44.430000","237379","2022-01-12 17:20:30.0000000 +10:30","3484","5","0","",,,"0","dbo","BeaconIncidents","17","2022","01","12"
"D","2022-01-12 06:50:44.430000","237372","2022-01-12 16:23:30.0000000 +10:30","3005","5","0","",,,"0","dbo","BeaconIncidents","17","2022","01","12"
"D","2022-01-27 04:42:10.160000","238456","2022-01-27 14:50:00.0000000 +10:30","3456","5","0","",,,"0","dbo","BeaconIncidents","15","2022","01","27"
"D","2022-01-19 12:31:34.850000","237900","2022-01-19 21:58:00.0000000 +10:30","2062","5","3","",,,"237899","dbo","BeaconIncidents","23","2022","01","19"
"I","2022-01-09 05:18:19.070000","237222","2022-01-09 15:48:01.0000000 +10:30","2682","5","0","",,,"237221","dbo","BeaconIncidents","15","2022","01","09"
"D","2022-01-27 04:50:42.460000","238457","2022-01-27 15:16:01.0000000 +10:30","1958","5","0","",,,"0","dbo","BeaconIncidents","15","2022","01","27"
"D","2022-01-19 06:16:42.370000","237858","2022-01-19 16:30:00.0000000 +10:30","1946","5","0","",,,"0","dbo","BeaconIncidents","16","2022","01","19"
"D","2022-01-06 03:07:11.583000","237083","2022-01-06 12:46:30.0000000 +10:30","1511","5","2","",,,"0","dbo","BeaconIncidents","13","2022","01","06"
"D","2022-01-06 03:07:11.583000","237084","2022-01-06 12:51:00.0000000 +10:30","1943","5","2","",,,"237083","dbo","BeaconIncidents","13","2022","01","06"
"D","2022-01-06 12:10:18.673000","237114","2022-01-06 22:34:30.0000000 +10:30","3585","5","0","",,,"0","dbo","BeaconIncidents","22","2022","01","06"
"I","2022-01-29 02:49:12.400000","238604","2022-01-29 13:13:02.0000000 +10:30","3585","5","0","",,,"238601","dbo","BeaconIncidents","13","2022","01","29"
"I","2022-01-29 02:49:12.400000","238605","2022-01-29 13:13:30.0000000 +10:30","2653","5","0","",,,"238607","dbo","BeaconIncidents","13","2022","01","29"
"I","2022-01-29 02:49:12.400000","238606","2022-01-29 13:13:30.0000000 +10:30","3600","5","0","",,,"238607","dbo","BeaconIncidents","13","2022","01","29"
"I","2022-01-29 02:49:12.400000","238607","2022-01-29 13:14:30.0000000 +10:30","3702","5","0","",,,"0","dbo","BeaconIncidents","13","2022","01","29"
"I","2022-01-29 02:49:12.400000","238608","2022-01-29 13:15:31.0000000 +10:30","2649","5","3","",,,"0","dbo","BeaconIncidents","13","2022","01","29"
"D","2022-01-29 02:49:12.400000","238603","2022-01-29 13:11:30.0000000 +10:30","2652","5","0","",,,"0","dbo","BeaconIncidents","13","2022","01","29"
"D","2022-01-29 02:49:44.540000","238582","2022-01-29 11:48:00.0000000 +10:30","3892","5","0","",,,"0","dbo","BeaconIncidents","13","2022","01","29"
"I","2022-01-11 09:11:22.223000","237313","2022-01-11 19:41:00.0000000 +10:30","1059","5","0","",,,"0","dbo","BeaconIncidents","19","2022","01","11"
"U","2022-01-11 09:11:32.097000","237313","2022-01-11 19:41:00.0000000 +10:30","1059","5","3","",,,"0","dbo","BeaconIncidents","19","2022","01","11"
"D","2022-01-18 23:01:25.053000","237788","2022-01-19 09:24:00.0000000 +10:30","1952","5","0","",,,"0","dbo","BeaconIncidents","09","2022","01","19"
"D","2022-01-29 03:19:42.453000","238596","2022-01-29 12:51:02.0000000 +10:30","3703","5","0","",,,"0","dbo","BeaconIncidents","13","2022","01","29"
"D","2022-01-29 03:19:42.453000","238599","2022-01-29 13:03:03.0000000 +10:30","2648","5","0","",,,"238596","dbo","BeaconIncidents","13","2022","01","29"
"I","2022-01-29 03:20:26.837000","238613","2022-01-29 13:50:00.0000000 +10:30","3705","5","0","",,,"0","dbo","BeaconIncidents","13","2022","01","29"
"I","2022-01-15 20:48:18.817000","237579","2022-01-16 07:18:00.0000000 +10:30","2520","5","0","",,,"0","dbo","BeaconIncidents","07","2022","01","16"
"U","2022-01-15 20:48:36.870000","237579","2022-01-16 07:18:00.0000000 +10:30","2520","5","3","",,,"0","dbo","BeaconIncidents","07","2022","01","16"
"I","2022-01-16 10:00:24.867000","237610","2022-01-16 20:30:01.0000000 +10:30","3794","5","3","",,,"237608","dbo","BeaconIncidents","20","2022","01","16"
"I","2022-01-26 21:57:24.777000","238431","2022-01-27 08:27:00.0000000 +10:30","3433","5","0","",,,"0","dbo","BeaconIncidents","08","2022","01","27"
"U","2022-01-26 21:57:35.057000","238431","2022-01-27 08:27:00.0000000 +10:30","3433","5","3","",,,"0","dbo","BeaconIncidents","08","2022","01","27"
"D","2022-01-18 20:49:24.057000","237780","2022-01-19 07:12:00.0000000 +10:30","3279","5","3","",,,"0","dbo","BeaconIncidents","07","2022","01","19"
"I","2022-01-19 13:40:47.100000","237905","2022-01-20 00:10:30.0000000 +10:30","3785","5","0","",,,"0","dbo","BeaconIncidents","00","2022","01","20"
"D","2022-01-28 04:09:42.670000","238525","2022-01-28 14:35:00.0000000 +10:30","2052","5","0","",,,"0","dbo","BeaconIncidents","14","2022","01","28"
"I","2022-01-16 11:47:23.547000","237620","2022-01-16 22:17:00.0000000 +10:30","2064","5","0","",,,"0","dbo","BeaconIncidents","22","2022","01","16"
"U","2022-01-16 11:47:34.433000","237620","2022-01-16 22:17:00.0000000 +10:30","2064","5","3","",,,"0","dbo","BeaconIncidents","22","2022","01","16"
"I","2022-01-11 11:10:42.353000","237326","2022-01-11 21:40:30.0000000 +10:30","2646","5","0","",,,"0","dbo","BeaconIncidents","21","2022","01","11"
"U","2022-01-11 11:11:24.923000","237326","2022-01-11 21:40:30.0000000 +10:30","2646","5","3","",,,"0","dbo","BeaconIncidents","21","2022","01","11"
"D","2022-01-06 00:24:42.287000","237073","2022-01-06 10:46:00.0000000 +10:30","2923","5","0","",,,"0","dbo","BeaconIncidents","10","2022","01","06"
"I","2022-01-27 23:22:42.423000","238499","2022-01-28 09:52:30.0000000 +10:30","830","5","0","",,,"0","dbo","BeaconIncidents","09","2022","01","28"
"I","2022-01-27 23:23:42.447000","238500","2022-01-28 09:53:30.0000000 +10:30","717","5","0","",,,"0","dbo","BeaconIncidents","09","2022","01","28"
"I","2022-01-11 00:26:03.243000","237293","2022-01-11 10:51:00.0000000 +10:30","3348","5","3","",,,"0","dbo","BeaconIncidents","10","2022","01","11"
"D","2022-01-19 22:40:42.260000","237916","2022-01-20 08:38:30.0000000 +10:30","717","5","1","",,,"0","dbo","BeaconIncidents","09","2022","01","20"
"D","2022-01-12 04:24:42.277000","237357","2022-01-12 13:30:30.0000000 +10:30","1578","5","3","",,,"0","dbo","BeaconIncidents","14","2022","01","12"
"I","2022-01-12 04:25:26.100000","237364","2022-01-12 14:55:00.0000000 +10:30","3359","5","0","",,,"0","dbo","BeaconIncidents","14","2022","01","12"
"I","2022-01-20 05:28:18.620000","237953","2022-01-20 15:54:00.0000000 +10:30","2923","5","0","",,,"0","dbo","BeaconIncidents","15","2022","01","20"
"I","2022-01-20 05:28:18.620000","237954","2022-01-20 15:55:30.0000000 +10:30","2369","5","0","",,,"0","dbo","BeaconIncidents","15","2022","01","20"
"I","2022-01-20 05:28:18.620000","237955","2022-01-20 15:56:00.0000000 +10:30","3280","5","3","",,,"0","dbo","BeaconIncidents","15","2022","01","20"
"I","2022-01-20 05:28:18.620000","237956","2022-01-20 15:57:30.0000000 +10:30","851","5","0","",,,"0","dbo","BeaconIncidents","15","2022","01","20"
"D","2022-01-20 05:28:18.620000","237950","2022-01-20 15:08:00.0000000 +10:30","2999","5","0","",,,"0","dbo","BeaconIncidents","15","2022","01","20"
"I","2022-01-12 06:20:34.953000","237376","2022-01-12 16:50:30.0000000 +10:30","3417","5","0","",,,"0","dbo","BeaconIncidents","16","2022","01","12"
