Route Id,Stop Id (Gtfs History Prod.Stops.Csv),Stop Name,Stop Id (Gtfs History Prod.Stops.Csv),Stop Lat,Stop Lon
J7,3739,Stop 8E Marion Rd - East side,"3,739",-34.93748431,138.5529827
H20R,3739,Stop 8E Marion Rd - East side,"3,739",-34.93748431,138.5529827
H20,3739,Stop 8E Marion Rd - East side,"3,739",-34.93748431,138.5529827
101,3739,Stop 8E Marion Rd - East side,"3,739",-34.93748431,138.5529827
100P,3739,Stop 8E Marion Rd - East side,"3,739",-34.93748431,138.5529827
100,3739,Stop 8E Marion Rd - East side,"3,739",-34.93748431,138.5529827
J8,3691,Stop 8D Marion Rd - West side,"3,691",-34.9348038,138.5525411
J7,3691,Stop 8D Marion Rd - West side,"3,691",-34.9348038,138.5525411
H20C,3691,Stop 8D Marion Rd - West side,"3,691",-34.9348038,138.5525411
H20,3691,Stop 8D Marion Rd - West side,"3,691",-34.9348038,138.5525411
101,3691,Stop 8D Marion Rd - West side,"3,691",-34.9348038,138.5525411
100B,3691,Stop 8D Marion Rd - West side,"3,691",-34.9348038,138.5525411
100,3691,Stop 8D Marion Rd - West side,"3,691",-34.9348038,138.5525411
J8,3706,Stop 8D Marion Rd - East side,"3,706",-34.93504696,138.5528008
J7M,3706,Stop 8D Marion Rd - East side,"3,706",-34.93504696,138.5528008
J7,3706,Stop 8D Marion Rd - East side,"3,706",-34.93504696,138.5528008
H20R,3706,Stop 8D Marion Rd - East side,"3,706",-34.93504696,138.5528008
H20,3706,Stop 8D Marion Rd - East side,"3,706",-34.93504696,138.5528008
101,3706,Stop 8D Marion Rd - East side,"3,706",-34.93504696,138.5528008
100P,3706,Stop 8D Marion Rd - East side,"3,706",-34.93504696,138.5528008
100,3706,Stop 8D Marion Rd - East side,"3,706",-34.93504696,138.5528008
H20C,3617,Stop 8C Marion Rd - West side,"3,617",-34.93164875,138.5523094
H20,3617,Stop 8C Marion Rd - West side,"3,617",-34.93164875,138.5523094
101,3617,Stop 8C Marion Rd - West side,"3,617",-34.93164875,138.5523094
100B,3617,Stop 8C Marion Rd - West side,"3,617",-34.93164875,138.5523094
100,3617,Stop 8C Marion Rd - West side,"3,617",-34.93164875,138.5523094
H20R,3642,Stop 8C Marion Rd - East side,"3,642",-34.93154419,138.5525454
H20,3642,Stop 8C Marion Rd - East side,"3,642",-34.93154419,138.5525454
101,3642,Stop 8C Marion Rd - East side,"3,642",-34.93154419,138.5525454
100P,3642,Stop 8C Marion Rd - East side,"3,642",-34.93154419,138.5525454
100,3642,Stop 8C Marion Rd - East side,"3,642",-34.93154419,138.5525454
H20C,3569,Stop 8B Marion Rd - West side,"3,569",-34.92893522,138.5521088
H20,3569,Stop 8B Marion Rd - West side,"3,569",-34.92893522,138.5521088
101,3569,Stop 8B Marion Rd - West side,"3,569",-34.92893522,138.5521088
100B,3569,Stop 8B Marion Rd - West side,"3,569",-34.92893522,138.5521088
100,3569,Stop 8B Marion Rd - West side,"3,569",-34.92893522,138.5521088
H20R,3567,Stop 8B Marion Rd - East side,"3,567",-34.9288786,138.5523349
H20,3567,Stop 8B Marion Rd - East side,"3,567",-34.9288786,138.5523349
101,3567,Stop 8B Marion Rd - East side,"3,567",-34.9288786,138.5523349
100P,3567,Stop 8B Marion Rd - East side,"3,567",-34.9288786,138.5523349
100,3567,Stop 8B Marion Rd - East side,"3,567",-34.9288786,138.5523349
101,3488,Stop 8A Marion Rd - West side,"3,488",-34.92564163,138.5518749
100B,3488,Stop 8A Marion Rd - West side,"3,488",-34.92564163,138.5518749
100,3488,Stop 8A Marion Rd - West side,"3,488",-34.92564163,138.5518749
H20R,3496,Stop 8A Marion Rd - East side,"3,496",-34.92587753,138.5521189
H20,3496,Stop 8A Marion Rd - East side,"3,496",-34.92587753,138.5521189
101,3496,Stop 8A Marion Rd - East side,"3,496",-34.92587753,138.5521189
100P,3496,Stop 8A Marion Rd - East side,"3,496",-34.92587753,138.5521189
100B,3496,Stop 8A Marion Rd - East side,"3,496",-34.92587753,138.5521189
100,3496,Stop 8A Marion Rd - East side,"3,496",-34.92587753,138.5521189
