Route Short Name,Route Id,Trip Id,Stop Id (Gtfs History Prod.Stops.Csv)
720,720,642705,4916
720,720,642705,4856
720,720,642705,4811
720,720,642705,4763
720,720,642705,4708
720,720,642705,4668
720,720,642705,4627
720,720,642705,4575
720,720,642705,4548
720,720,642705,4480
720,720,642705,4381
720,720,642705,4320
720,720,642705,4211
720,720,642705,4159
720,720,642705,4121
720,720,642705,3998
720,720,642705,3875
720,720,642706,100850
720,720,642706,100812
720,720,642706,100811
720,720,642706,4916
720,720,642706,4856
720,720,642706,4811
720,720,642706,4763
720,720,642706,4708
720,720,642706,4668
720,720,642706,4627
720,720,642706,4575
720,720,642706,4548
720,720,642706,4480
720,720,642706,4381
720,720,642706,4320
720,720,642706,4211
720,720,642706,4159
720,720,642706,4121
720,720,642706,3998
720,720,642706,3875
720,720,642707,100850
720,720,642707,100812
720,720,642707,100811
720,720,642707,4916
720,720,642707,4856
720,720,642707,4811
720,720,642707,4763
720,720,642707,4708
720,720,642707,4668
720,720,642707,4627
720,720,642707,4575
720,720,642707,4548
720,720,642707,4480
720,720,642707,4381
720,720,642707,4320
720,720,642707,4211
720,720,642707,4159
720,720,642707,4121
720,720,642707,3998
720,720,642707,3875
720,720,642708,100850
720,720,642708,100812
720,720,642708,100811
720,720,642708,4916
720,720,642708,4856
720,720,642708,4811
720,720,642708,4763
720,720,642708,4708
720,720,642708,4668
720,720,642708,4627
720,720,642708,4575
720,720,642708,4548
720,720,642708,4480
720,720,642708,4381
720,720,642708,4320
720,720,642708,4211
720,720,642708,4159
720,720,642708,4121
720,720,642708,3998
720,720,642708,3875
720,720,642709,100850
720,720,642709,100812
720,720,642709,100811
720,720,642709,4916
720,720,642709,4856
720,720,642709,4811
720,720,642709,4763
720,720,642709,4708
720,720,642709,4668
720,720,642709,4627
720,720,642709,4575
720,720,642709,4548
720,720,642709,4480
720,720,642709,4381
720,720,642709,4320
720,720,642709,4211
720,720,642709,4159
720,720,642709,4121
720,720,642709,3998
720,720,642709,3875
720,720,642710,100850
720,720,642710,100812
720,720,642710,100811
720,720,642710,4916
720,720,642710,4856
720,720,642710,4811
720,720,642710,4763
720,720,642710,4708
720,720,642710,4668
720,720,642710,4627
720,720,642710,4575
720,720,642710,4548
720,720,642710,4480
720,720,642710,4381
720,720,642710,4320
720,720,642710,4211
720,720,642710,4159
720,720,642710,4121
720,720,642710,3998
720,720,642710,3875
720,720,642711,100850
720,720,642711,100812
720,720,642711,100811
720,720,642711,4916
720,720,642711,4856
720,720,642711,4811
720,720,642711,4763
720,720,642711,4708
720,720,642711,4668
720,720,642711,4627
720,720,642711,4575
720,720,642711,4548
720,720,642711,4480
720,720,642711,4381
720,720,642711,4320
720,720,642711,4211
720,720,642711,4159
720,720,642711,4121
720,720,642711,3998
720,720,642711,3875
720,720,642712,100850
720,720,642712,100812
720,720,642712,100811
720,720,642712,4916
720,720,642712,4856
720,720,642712,4811
720,720,642712,4763
720,720,642712,4708
720,720,642712,4668
720,720,642712,4627
720,720,642712,4575
720,720,642712,4548
720,720,642712,4480
720,720,642712,4381
720,720,642712,4320
720,720,642712,4211
720,720,642712,4159
720,720,642712,4121
720,720,642712,3998
720,720,642712,3875
720,720,642713,100850
720,720,642713,100812
720,720,642713,100811
720,720,642713,4916
720,720,642713,4856
720,720,642713,4811
720,720,642713,4763
720,720,642713,4708
720,720,642713,4668
720,720,642713,4627
720,720,642713,4575
720,720,642713,4548
720,720,642713,4480
720,720,642713,4381
720,720,642713,4320
720,720,642713,4211
720,720,642713,4159
720,720,642713,4121
720,720,642713,3998
720,720,642713,3875
720,720,642714,100850
720,720,642714,100812
720,720,642714,100811
720,720,642714,4916
720,720,642714,4856
720,720,642714,4811
720,720,642714,4763
720,720,642714,4708
720,720,642714,4668
720,720,642714,4627
720,720,642714,4575
720,720,642714,4548
720,720,642714,4480
720,720,642714,4381
720,720,642714,4320
720,720,642714,4211
720,720,642714,4159
720,720,642714,4121
720,720,642714,3998
720,720,642714,3875
720,720,642715,100850
720,720,642715,100812
720,720,642715,100811
720,720,642715,4916
720,720,642715,4856
720,720,642715,4811
720,720,642715,4763
720,720,642715,4708
720,720,642715,4668
720,720,642715,4627
720,720,642715,4575
720,720,642715,4548
720,720,642715,4480
720,720,642715,4381
720,720,642715,4320
720,720,642715,4211
720,720,642715,4159
720,720,642715,4121
720,720,642715,3998
720,720,642715,3875
720,720,642716,100850
720,720,642716,100812
720,720,642716,100811
720,720,642716,4916
720,720,642716,4856
720,720,642716,4811
720,720,642716,4763
720,720,642716,4708
720,720,642716,4668
720,720,642716,4627
720,720,642716,4575
720,720,642716,4548
720,720,642716,4480
720,720,642716,4381
720,720,642716,4320
720,720,642716,4211
720,720,642716,4159
720,720,642716,4121
720,720,642716,3998
720,720,642716,3875
720,720,642717,100850
720,720,642717,100812
720,720,642717,100811
720,720,642717,4916
720,720,642717,4856
720,720,642717,4811
720,720,642717,4763
720,720,642717,4708
720,720,642717,4668
720,720,642717,4627
720,720,642717,4575
720,720,642717,4548
720,720,642717,4480
720,720,642717,4381
720,720,642717,4320
720,720,642717,4211
720,720,642717,4159
720,720,642717,4121
720,720,642717,3998
720,720,642717,3875
720,720,642718,100850
720,720,642718,100812
720,720,642718,100811
720,720,642718,4916
720,720,642718,4856
720,720,642718,4811
720,720,642718,4763
720,720,642718,4708
720,720,642718,4668
720,720,642718,4627
720,720,642718,4575
720,720,642718,4548
720,720,642718,4480
720,720,642718,4381
720,720,642718,4320
720,720,642718,4211
720,720,642718,4159
720,720,642718,4121
720,720,642718,3998
720,720,642718,3875
720,720,642719,100850
720,720,642719,100812
720,720,642719,100811
720,720,642719,4916
720,720,642719,4856
720,720,642719,4811
720,720,642719,4763
720,720,642719,4708
720,720,642719,4668
720,720,642719,4627
720,720,642719,4575
720,720,642719,4548
720,720,642719,4480
720,720,642719,4381
720,720,642719,4320
720,720,642719,4211
720,720,642719,4159
720,720,642719,4121
720,720,642719,3998
720,720,642719,3875
720,720,642720,100850
720,720,642720,100812
720,720,642720,100811
720,720,642720,4916
720,720,642720,4856
720,720,642720,4811
720,720,642720,4763
720,720,642720,4708
720,720,642720,4668
720,720,642720,4627
720,720,642720,4575
720,720,642720,4548
720,720,642720,4480
720,720,642720,4381
720,720,642720,4320
720,720,642720,4211
720,720,642720,4159
720,720,642720,4121
720,720,642720,3998
720,720,642720,3875
720,720,642721,100850
720,720,642721,100812
720,720,642721,100811
720,720,642721,4916
720,720,642721,4856
720,720,642721,4811
720,720,642721,4763
720,720,642721,4708
720,720,642721,4668
720,720,642721,4627
720,720,642721,4575
720,720,642721,4548
720,720,642721,4480
720,720,642721,4381
720,720,642721,4320
720,720,642721,4211
720,720,642721,4159
720,720,642721,4121
720,720,642721,3998
720,720,642721,3875
720,720,642722,101013
720,720,642722,4911
720,720,642722,4852
720,720,642722,4799
720,720,642722,4761
720,720,642722,4674
720,720,642722,4626
720,720,642722,4580
720,720,642722,4524
720,720,642722,4475
720,720,642722,4390
720,720,642722,4296
720,720,642722,4213
720,720,642722,4156
720,720,642722,4095
720,720,642722,4035
720,720,642722,3988
720,720,642722,3955
720,720,642722,3874
720,720,642723,101013
720,720,642723,4911
720,720,642723,4852
720,720,642723,4799
720,720,642723,4761
720,720,642723,4674
720,720,642723,4626
720,720,642723,4580
720,720,642723,4524
720,720,642723,4475
720,720,642723,4390
720,720,642723,4296
720,720,642723,4213
720,720,642723,4156
720,720,642723,4095
720,720,642723,4035
720,720,642723,3988
720,720,642723,3955
720,720,642723,3874
720,720,642724,101013
720,720,642724,4911
720,720,642724,4852
720,720,642724,4799
720,720,642724,4761
720,720,642724,4674
720,720,642724,4626
720,720,642724,4580
720,720,642724,4524
720,720,642724,4475
720,720,642724,4390
720,720,642724,4296
720,720,642724,4213
720,720,642724,4156
720,720,642724,4095
720,720,642724,4035
720,720,642724,3988
720,720,642724,3955
720,720,642724,3874
720,720,642725,101013
720,720,642725,4911
720,720,642725,4852
720,720,642725,4799
720,720,642725,4761
720,720,642725,4674
720,720,642725,4626
720,720,642725,4580
720,720,642725,4524
720,720,642725,4475
720,720,642725,4390
720,720,642725,4296
720,720,642725,4213
720,720,642725,4156
720,720,642725,4095
720,720,642725,4035
720,720,642725,3988
720,720,642725,3955
720,720,642725,3874
720,720,642726,101013
720,720,642726,4911
720,720,642726,4852
720,720,642726,4799
720,720,642726,4761
720,720,642726,4674
720,720,642726,4626
720,720,642726,4580
720,720,642726,4524
720,720,642726,4475
720,720,642726,4390
720,720,642726,4296
720,720,642726,4213
720,720,642726,4156
720,720,642726,4095
720,720,642726,4035
720,720,642726,3988
720,720,642726,3955
720,720,642726,3874
720,720,642727,101013
720,720,642727,4911
720,720,642727,4852
720,720,642727,4799
720,720,642727,4761
720,720,642727,4674
720,720,642727,4626
720,720,642727,4580
720,720,642727,4524
720,720,642727,4475
720,720,642727,4390
720,720,642727,4296
720,720,642727,4213
720,720,642727,4156
720,720,642727,4095
720,720,642727,4035
720,720,642727,3988
720,720,642727,3955
720,720,642727,3874
720,720,642728,101013
720,720,642728,4911
720,720,642728,4852
720,720,642728,4799
720,720,642728,4761
720,720,642728,4674
720,720,642728,4626
720,720,642728,4580
720,720,642728,4524
720,720,642728,4475
720,720,642728,4390
720,720,642728,4296
720,720,642728,4213
720,720,642728,4156
720,720,642728,4095
720,720,642728,4035
720,720,642728,3988
720,720,642728,3955
720,720,642728,3874
720,720,642729,101013
720,720,642729,4911
720,720,642729,4852
720,720,642729,4799
720,720,642729,4761
720,720,642729,4674
720,720,642729,4626
720,720,642729,4580
720,720,642729,4524
720,720,642729,4475
720,720,642729,4390
720,720,642729,4296
720,720,642729,4213
720,720,642729,4156
720,720,642729,4095
720,720,642729,4035
720,720,642729,3988
720,720,642729,3955
720,720,642729,3874
720,720,642730,101013
720,720,642730,4911
720,720,642730,4852
720,720,642730,4799
720,720,642730,4761
720,720,642730,4674
720,720,642730,4626
720,720,642730,4580
720,720,642730,4524
720,720,642730,4475
720,720,642730,4390
720,720,642730,4296
720,720,642730,4213
720,720,642730,4156
720,720,642730,4095
720,720,642730,4035
720,720,642730,3988
720,720,642730,3955
720,720,642730,3874
720,720,642731,101013
720,720,642731,4911
720,720,642731,4852
720,720,642731,4799
720,720,642731,4761
720,720,642731,4674
720,720,642731,4626
720,720,642731,4580
720,720,642731,4524
720,720,642731,4475
720,720,642731,4390
720,720,642731,4296
720,720,642731,4213
720,720,642731,4156
720,720,642731,4095
720,720,642731,4035
720,720,642731,3988
720,720,642731,3955
720,720,642731,3874
720,720,642732,101013
720,720,642732,4911
720,720,642732,4852
720,720,642732,4799
720,720,642732,4761
720,720,642732,4674
720,720,642732,4626
720,720,642732,4580
720,720,642732,4524
720,720,642732,4475
720,720,642732,4390
720,720,642732,4296
720,720,642732,4213
720,720,642732,4156
720,720,642732,4095
720,720,642732,4035
720,720,642732,3988
720,720,642732,3955
720,720,642732,3874
720,720,642733,101013
720,720,642733,4911
720,720,642733,4852
720,720,642733,4799
720,720,642733,4761
720,720,642733,4674
720,720,642733,4626
720,720,642733,4580
720,720,642733,4524
720,720,642733,4475
720,720,642733,4390
720,720,642733,4296
720,720,642733,4213
720,720,642733,4156
720,720,642733,4095
720,720,642733,4035
720,720,642733,3988
720,720,642733,3955
720,720,642733,3874
720,720,642734,101013
720,720,642734,4911
720,720,642734,4852
720,720,642734,4799
720,720,642734,4761
720,720,642734,4674
720,720,642734,4626
720,720,642734,4580
720,720,642734,4524
720,720,642734,4475
720,720,642734,4390
720,720,642734,4296
720,720,642734,4213
720,720,642734,4156
720,720,642734,4095
720,720,642734,4035
720,720,642734,3988
720,720,642734,3955
720,720,642734,3874
720,720,642735,101013
720,720,642735,4911
720,720,642735,4852
720,720,642735,4799
720,720,642735,4761
720,720,642735,4674
