"from_stop_id","to_stop_id","transfer_type","min_transfer_time","feed_version","ingest_year","ingest_month","ingest_day","feed_version_partition"
"534","543","0",,"1175","2022","01","31","1175"
"534","547","0",,"1175","2022","01","31","1175"
"534","549","0",,"1175","2022","01","31","1175"
"534","6733","0",,"1175","2022","01","31","1175"
"534","101459","0",,"1175","2022","01","31","1175"
"541","525","0",,"1175","2022","01","31","1175"
"541","526","0",,"1175","2022","01","31","1175"
"541","528","0",,"1175","2022","01","31","1175"
"541","534","0",,"1175","2022","01","31","1175"
"541","543","0",,"1175","2022","01","31","1175"
"541","547","0",,"1175","2022","01","31","1175"
"541","549","0",,"1175","2022","01","31","1175"
"541","6733","0",,"1175","2022","01","31","1175"
"541","101459","0",,"1175","2022","01","31","1175"
"543","525","0",,"1175","2022","01","31","1175"
"543","526","0",,"1175","2022","01","31","1175"
"543","528","0",,"1175","2022","01","31","1175"
"543","534","0",,"1175","2022","01","31","1175"
"543","541","0",,"1175","2022","01","31","1175"
"543","547","0",,"1175","2022","01","31","1175"
"543","549","0",,"1175","2022","01","31","1175"
"543","6733","0",,"1175","2022","01","31","1175"
"543","101459","0",,"1175","2022","01","31","1175"
"547","525","0",,"1175","2022","01","31","1175"
"547","526","0",,"1175","2022","01","31","1175"
"547","528","0",,"1175","2022","01","31","1175"
"547","534","0",,"1175","2022","01","31","1175"
"547","541","0",,"1175","2022","01","31","1175"
"547","543","0",,"1175","2022","01","31","1175"
"547","549","0",,"1175","2022","01","31","1175"
"547","6733","1",,"1175","2022","01","31","1175"
"547","101459","1",,"1175","2022","01","31","1175"
"549","525","0",,"1175","2022","01","31","1175"
"549","526","0",,"1175","2022","01","31","1175"
"549","528","0",,"1175","2022","01","31","1175"
"549","534","0",,"1175","2022","01","31","1175"
"549","541","0",,"1175","2022","01","31","1175"
"549","543","0",,"1175","2022","01","31","1175"
"549","547","0",,"1175","2022","01","31","1175"
"549","6733","0",,"1175","2022","01","31","1175"
"549","101459","0",,"1175","2022","01","31","1175"
"819","821","0",,"1175","2022","01","31","1175"
"819","822","0",,"1175","2022","01","31","1175"
"819","823","0",,"1175","2022","01","31","1175"
"819","824","0",,"1175","2022","01","31","1175"
"821","819","0",,"1175","2022","01","31","1175"
"821","822","0",,"1175","2022","01","31","1175"
"821","823","0",,"1175","2022","01","31","1175"
"821","824","0",,"1175","2022","01","31","1175"
"822","819","0",,"1175","2022","01","31","1175"
"822","821","0",,"1175","2022","01","31","1175"
"822","823","0",,"1175","2022","01","31","1175"
"822","824","0",,"1175","2022","01","31","1175"
"823","819","0",,"1175","2022","01","31","1175"
"823","821","0",,"1175","2022","01","31","1175"
"823","822","0",,"1175","2022","01","31","1175"
"823","824","0",,"1175","2022","01","31","1175"
"824","819","0",,"1175","2022","01","31","1175"
"824","821","0",,"1175","2022","01","31","1175"
"824","822","0",,"1175","2022","01","31","1175"
"824","823","0",,"1175","2022","01","31","1175"
"1376","1381","0",,"1175","2022","01","31","1175"
"1381","1376","0",,"1175","2022","01","31","1175"
"1393","1395","0",,"1175","2022","01","31","1175"
"1393","1397","0",,"1175","2022","01","31","1175"
"1393","1398","0",,"1175","2022","01","31","1175"
"1393","1415","0",,"1175","2022","01","31","1175"
"1393","1418","0",,"1175","2022","01","31","1175"
"1393","1426","0",,"1175","2022","01","31","1175"
"1393","1429","0",,"1175","2022","01","31","1175"
"1395","1393","0",,"1175","2022","01","31","1175"
"1395","1397","0",,"1175","2022","01","31","1175"
"1395","1398","0",,"1175","2022","01","31","1175"
"1395","1415","0",,"1175","2022","01","31","1175"
"1395","1418","0",,"1175","2022","01","31","1175"
"1395","1426","0",,"1175","2022","01","31","1175"
"1395","1429","0",,"1175","2022","01","31","1175"
"1397","1393","0",,"1175","2022","01","31","1175"
"1397","1395","0",,"1175","2022","01","31","1175"
"1397","1398","0",,"1175","2022","01","31","1175"
"1397","1415","0",,"1175","2022","01","31","1175"
"1397","1418","0",,"1175","2022","01","31","1175"
"1397","1426","0",,"1175","2022","01","31","1175"
"1397","1429","0",,"1175","2022","01","31","1175"
"1398","1393","0",,"1175","2022","01","31","1175"
"1398","1395","0",,"1175","2022","01","31","1175"
"1398","1397","0",,"1175","2022","01","31","1175"
"1398","1415","0",,"1175","2022","01","31","1175"
"1398","1418","0",,"1175","2022","01","31","1175"
"1398","1426","0",,"1175","2022","01","31","1175"
"1398","1429","0",,"1175","2022","01","31","1175"
"1415","1393","0",,"1175","2022","01","31","1175"
"1415","1395","0",,"1175","2022","01","31","1175"
"1415","1397","0",,"1175","2022","01","31","1175"
"1415","1398","0",,"1175","2022","01","31","1175"
"1415","1418","0",,"1175","2022","01","31","1175"
"1415","1426","0",,"1175","2022","01","31","1175"
"1415","1429","0",,"1175","2022","01","31","1175"
"1418","1393","0",,"1175","2022","01","31","1175"
"1418","1395","0",,"1175","2022","01","31","1175"
"1418","1397","0",,"1175","2022","01","31","1175"
"1418","1398","0",,"1175","2022","01","31","1175"
"1418","1415","0",,"1175","2022","01","31","1175"
"1418","1426","0",,"1175","2022","01","31","1175"
"1418","1429","0",,"1175","2022","01","31","1175"
"1426","1393","0",,"1175","2022","01","31","1175"
"1426","1395","0",,"1175","2022","01","31","1175"
"1426","1397","0",,"1175","2022","01","31","1175"
"1426","1398","0",,"1175","2022","01","31","1175"
"1426","1415","0",,"1175","2022","01","31","1175"
"1426","1418","0",,"1175","2022","01","31","1175"
"1426","1429","0",,"1175","2022","01","31","1175"
"1429","1393","0",,"1175","2022","01","31","1175"
"1429","1395","0",,"1175","2022","01","31","1175"
"1429","1397","0",,"1175","2022","01","31","1175"
"1429","1398","0",,"1175","2022","01","31","1175"
"1429","1415","0",,"1175","2022","01","31","1175"
"1429","1418","0",,"1175","2022","01","31","1175"
"1429","1426","0",,"1175","2022","01","31","1175"
"1576","1578","0",,"1175","2022","01","31","1175"
"1576","6695","0",,"1175","2022","01","31","1175"
"1576","101378","0",,"1175","2022","01","31","1175"
"1578","1576","0",,"1175","2022","01","31","1175"
"1578","6695","0",,"1175","2022","01","31","1175"
"1578","101378","0",,"1175","2022","01","31","1175"
"1636","1656","0",,"1175","2022","01","31","1175"
"1636","1661","0",,"1175","2022","01","31","1175"
"1656","1636","0",,"1175","2022","01","31","1175"
"1656","1661","0",,"1175","2022","01","31","1175"
"1661","1636","0",,"1175","2022","01","31","1175"
"1661","1656","0",,"1175","2022","01","31","1175"
"1760","1763","0",,"1175","2022","01","31","1175"
"1763","1760","0",,"1175","2022","01","31","1175"
"2187","2188","0",,"1175","2022","01","31","1175"
"2187","2190","0",,"1175","2022","01","31","1175"
"2187","2197","0",,"1175","2022","01","31","1175"
"2187","2204","0",,"1175","2022","01","31","1175"
"2187","2217","0",,"1175","2022","01","31","1175"
"2187","2220","0",,"1175","2022","01","31","1175"
"2188","2187","0",,"1175","2022","01","31","1175"
"2188","2190","0",,"1175","2022","01","31","1175"
"2188","2197","0",,"1175","2022","01","31","1175"
"2188","2204","0",,"1175","2022","01","31","1175"
"2188","2217","0",,"1175","2022","01","31","1175"
"2188","2220","0",,"1175","2022","01","31","1175"
"2190","2187","0",,"1175","2022","01","31","1175"
"2190","2188","0",,"1175","2022","01","31","1175"
"2190","2197","0",,"1175","2022","01","31","1175"
"2190","2204","0",,"1175","2022","01","31","1175"
"2190","2217","0",,"1175","2022","01","31","1175"
"2190","2220","0",,"1175","2022","01","31","1175"
"2197","2187","0",,"1175","2022","01","31","1175"
"2197","2188","0",,"1175","2022","01","31","1175"
"2197","2190","0",,"1175","2022","01","31","1175"
"2197","2204","0",,"1175","2022","01","31","1175"
"2197","2217","0",,"1175","2022","01","31","1175"
"2197","2220","0",,"1175","2022","01","31","1175"
"2204","2187","0",,"1175","2022","01","31","1175"
"2204","2188","0",,"1175","2022","01","31","1175"
"2204","2190","0",,"1175","2022","01","31","1175"
"2204","2197","0",,"1175","2022","01","31","1175"
"2204","2217","0",,"1175","2022","01","31","1175"
"2204","2220","0",,"1175","2022","01","31","1175"
"2217","2187","0",,"1175","2022","01","31","1175"
"2217","2188","0",,"1175","2022","01","31","1175"
"2217","2190","0",,"1175","2022","01","31","1175"
"2217","2197","0",,"1175","2022","01","31","1175"
"2217","2204","0",,"1175","2022","01","31","1175"
"2217","2220","0",,"1175","2022","01","31","1175"
"2220","2187","0",,"1175","2022","01","31","1175"
"2220","2188","0",,"1175","2022","01","31","1175"
"2220","2190","0",,"1175","2022","01","31","1175"
"2220","2197","0",,"1175","2022","01","31","1175"
"2220","2204","0",,"1175","2022","01","31","1175"
"2220","2217","0",,"1175","2022","01","31","1175"
"2307","2308","0",,"1175","2022","01","31","1175"
"2307","2339","0",,"1175","2022","01","31","1175"
"2307","2340","0",,"1175","2022","01","31","1175"
"2307","2358","0",,"1175","2022","01","31","1175"
"2307","2361","0",,"1175","2022","01","31","1175"
"2308","2307","0",,"1175","2022","01","31","1175"
"2308","2339","0",,"1175","2022","01","31","1175"
"2308","2340","0",,"1175","2022","01","31","1175"
"2308","2358","0",,"1175","2022","01","31","1175"
"2308","2361","0",,"1175","2022","01","31","1175"
"2339","2307","0",,"1175","2022","01","31","1175"
"2339","2308","0",,"1175","2022","01","31","1175"
"2339","2340","0",,"1175","2022","01","31","1175"
"2339","2358","0",,"1175","2022","01","31","1175"
"2339","2361","0",,"1175","2022","01","31","1175"
"2340","2307","0",,"1175","2022","01","31","1175"
"2340","2308","0",,"1175","2022","01","31","1175"
"2340","2339","0",,"1175","2022","01","31","1175"
"2340","2358","0",,"1175","2022","01","31","1175"
"2340","2361","0",,"1175","2022","01","31","1175"
"2358","2307","0",,"1175","2022","01","31","1175"
"2358","2308","0",,"1175","2022","01","31","1175"
"2358","2339","0",,"1175","2022","01","31","1175"
"2358","2340","0",,"1175","2022","01","31","1175"
"2358","2361","0",,"1175","2022","01","31","1175"
"2361","2307","0",,"1175","2022","01","31","1175"
"2361","2308","0",,"1175","2022","01","31","1175"
"2361","2339","0",,"1175","2022","01","31","1175"
"2361","2340","0",,"1175","2022","01","31","1175"
"2361","2358","0",,"1175","2022","01","31","1175"
"2486","101401","0",,"1175","2022","01","31","1175"
"2486","101402","0",,"1175","2022","01","31","1175"
"3488","6594","0",,"1175","2022","01","31","1175"
"3488","6595","0",,"1175","2022","01","31","1175"
"3496","6594","0",,"1175","2022","01","31","1175"
"3496","6595","0",,"1175","2022","01","31","1175"
"4454","101489","1",,"1175","2022","01","31","1175"
"4612","6745","1",,"1175","2022","01","31","1175"
"4807","7293","1",,"1175","2022","01","31","1175"
"5100","5101","0",,"1175","2022","01","31","1175"
"5100","5102","0",,"1175","2022","01","31","1175"
"5100","5107","0",,"1175","2022","01","31","1175"
"5100","5109","0",,"1175","2022","01","31","1175"
"5100","5111","0",,"1175","2022","01","31","1175"
"5100","5115","0",,"1175","2022","01","31","1175"
"5101","5100","0",,"1175","2022","01","31","1175"
"5101","5102","0",,"1175","2022","01","31","1175"
"5101","5107","0",,"1175","2022","01","31","1175"
"5101","5109","0",,"1175","2022","01","31","1175"
"5101","5111","0",,"1175","2022","01","31","1175"
"5101","5115","0",,"1175","2022","01","31","1175"
"5102","5100","0",,"1175","2022","01","31","1175"
"5102","5101","0",,"1175","2022","01","31","1175"
"5102","5107","0",,"1175","2022","01","31","1175"
"5102","5109","0",,"1175","2022","01","31","1175"
"5102","5111","0",,"1175","2022","01","31","1175"
"5102","5115","0",,"1175","2022","01","31","1175"
"5107","5100","0",,"1175","2022","01","31","1175"
"5107","5101","0",,"1175","2022","01","31","1175"
"5107","5102","0",,"1175","2022","01","31","1175"
"5107","5109","0",,"1175","2022","01","31","1175"
"5107","5111","0",,"1175","2022","01","31","1175"
"5107","5115","0",,"1175","2022","01","31","1175"
"5109","5100","0",,"1175","2022","01","31","1175"
"5109","5101","0",,"1175","2022","01","31","1175"
"5109","5102","0",,"1175","2022","01","31","1175"
"5109","5107","0",,"1175","2022","01","31","1175"
"5109","5111","0",,"1175","2022","01","31","1175"
"5109","5115","0",,"1175","2022","01","31","1175"
"5111","5100","0",,"1175","2022","01","31","1175"
"5111","5101","0",,"1175","2022","01","31","1175"
"5111","5102","0",,"1175","2022","01","31","1175"
"5111","5107","0",,"1175","2022","01","31","1175"
"5111","5109","0",,"1175","2022","01","31","1175"
"5111","5115","0",,"1175","2022","01","31","1175"
"5115","5100","0",,"1175","2022","01","31","1175"
"5115","5101","0",,"1175","2022","01","31","1175"
"5115","5102","0",,"1175","2022","01","31","1175"
"5115","5107","0",,"1175","2022","01","31","1175"
"5115","5109","0",,"1175","2022","01","31","1175"
"5115","5111","0",,"1175","2022","01","31","1175"
"5169","5179","0",,"1175","2022","01","31","1175"
"5169","5185","0",,"1175","2022","01","31","1175"
"5169","6670","0",,"1175","2022","01","31","1175"
"5169","101484","0",,"1175","2022","01","31","1175"
"5179","5169","0",,"1175","2022","01","31","1175"
"5179","5185","0",,"1175","2022","01","31","1175"
"5179","6670","0",,"1175","2022","01","31","1175"
"5179","101484","0",,"1175","2022","01","31","1175"
"5185","5169","0",,"1175","2022","01","31","1175"
"5185","5179","0",,"1175","2022","01","31","1175"
"5185","6670","1",,"1175","2022","01","31","1175"
"5185","101484","1",,"1175","2022","01","31","1175"
"5186","5191","0",,"1175","2022","01","31","1175"
"5191","5186","0",,"1175","2022","01","31","1175"
"5247","100425","0",,"1175","2022","01","31","1175"
"5247","100640","0",,"1175","2022","01","31","1175"
"5560","5575","0",,"1175","2022","01","31","1175"
"5575","5560","0",,"1175","2022","01","31","1175"
"5661","5663","0",,"1175","2022","01","31","1175"
"5661","5668","0",,"1175","2022","01","31","1175"
"5663","5661","0",,"1175","2022","01","31","1175"
"5663","5668","0",,"1175","2022","01","31","1175"
"5668","5661","0",,"1175","2022","01","31","1175"
"5668","5663","0",,"1175","2022","01","31","1175"
"5700","6770","0",,"1175","2022","01","31","1175"
"5700","101512","0",,"1175","2022","01","31","1175"
"5789","5790","0",,"1175","2022","01","31","1175"
"5790","5789","0",,"1175","2022","01","31","1175"
"6198","6199","0",,"1175","2022","01","31","1175"
"6198","6200","0",,"1175","2022","01","31","1175"
"6198","6201","0",,"1175","2022","01","31","1175"
"6198","6203","0",,"1175","2022","01","31","1175"
"6198","6205","0",,"1175","2022","01","31","1175"
"6199","6198","0",,"1175","2022","01","31","1175"
"6199","6200","0",,"1175","2022","01","31","1175"
"6199","6201","0",,"1175","2022","01","31","1175"
"6199","6203","0",,"1175","2022","01","31","1175"
"6199","6205","0",,"1175","2022","01","31","1175"
"6200","6198","0",,"1175","2022","01","31","1175"
"6200","6199","0",,"1175","2022","01","31","1175"
"6200","6201","0",,"1175","2022","01","31","1175"
"6200","6203","0",,"1175","2022","01","31","1175"
"6200","6205","0",,"1175","2022","01","31","1175"
"6201","6198","0",,"1175","2022","01","31","1175"
"6201","6199","0",,"1175","2022","01","31","1175"
"6201","6200","0",,"1175","2022","01","31","1175"
"6201","6203","0",,"1175","2022","01","31","1175"
"6201","6205","0",,"1175","2022","01","31","1175"
"6203","6198","0",,"1175","2022","01","31","1175"
"6203","6199","0",,"1175","2022","01","31","1175"
"6203","6200","0",,"1175","2022","01","31","1175"
"6203","6201","0",,"1175","2022","01","31","1175"
"6203","6205","0",,"1175","2022","01","31","1175"
"6205","6198","0",,"1175","2022","01","31","1175"
"6205","6199","0",,"1175","2022","01","31","1175"
"6205","6200","0",,"1175","2022","01","31","1175"
"6205","6201","0",,"1175","2022","01","31","1175"
"6205","6203","0",,"1175","2022","01","31","1175"
"6206","6208","0",,"1175","2022","01","31","1175"
"6206","6210","0",,"1175","2022","01","31","1175"
"6206","6211","0",,"1175","2022","01","31","1175"
"6206","6213","0",,"1175","2022","01","31","1175"
"6206","6215","0",,"1175","2022","01","31","1175"
"6206","6216","0",,"1175","2022","01","31","1175"
"6206","6721","0",,"1175","2022","01","31","1175"
"6206","100772","0",,"1175","2022","01","31","1175"
"6206","101515","0",,"1175","2022","01","31","1175"
"6208","6206","0",,"1175","2022","01","31","1175"
"6208","6210","0",,"1175","2022","01","31","1175"
"6208","6211","0",,"1175","2022","01","31","1175"
"6208","6213","0",,"1175","2022","01","31","1175"
"6208","6215","0",,"1175","2022","01","31","1175"
"6208","6216","0",,"1175","2022","01","31","1175"
"6208","6721","1",,"1175","2022","01","31","1175"
"6208","100772","0",,"1175","2022","01","31","1175"
"6208","101515","0",,"1175","2022","01","31","1175"
"6210","6206","0",,"1175","2022","01","31","1175"
"6210","6208","0",,"1175","2022","01","31","1175"
"6210","6211","0",,"1175","2022","01","31","1175"
"6210","6213","0",,"1175","2022","01","31","1175"
"6210","6215","0",,"1175","2022","01","31","1175"
"6210","6216","0",,"1175","2022","01","31","1175"
"6210","6721","0",,"1175","2022","01","31","1175"
"6210","100772","0",,"1175","2022","01","31","1175"
"6210","101515","0",,"1175","2022","01","31","1175"
"6211","6206","0",,"1175","2022","01","31","1175"
"6211","6208","0",,"1175","2022","01","31","1175"
"6211","6210","0",,"1175","2022","01","31","1175"
"6211","6213","0",,"1175","2022","01","31","1175"
"6211","6215","0",,"1175","2022","01","31","1175"
"6211","6216","0",,"1175","2022","01","31","1175"
"6211","6721","0",,"1175","2022","01","31","1175"
"6211","100772","0",,"1175","2022","01","31","1175"
"6211","101515","0",,"1175","2022","01","31","1175"
"6213","6206","0",,"1175","2022","01","31","1175"
"6213","6208","0",,"1175","2022","01","31","1175"
"6213","6210","0",,"1175","2022","01","31","1175"
"6213","6211","0",,"1175","2022","01","31","1175"
"6213","6215","0",,"1175","2022","01","31","1175"
"6213","6216","0",,"1175","2022","01","31","1175"
"6213","6721","0",,"1175","2022","01","31","1175"
"6213","100772","0",,"1175","2022","01","31","1175"
"6213","101515","0",,"1175","2022","01","31","1175"
"6215","6206","0",,"1175","2022","01","31","1175"
"6215","6208","0",,"1175","2022","01","31","1175"
"6215","6210","0",,"1175","2022","01","31","1175"
"6215","6211","0",,"1175","2022","01","31","1175"
"6215","6213","0",,"1175","2022","01","31","1175"
"6215","6216","0",,"1175","2022","01","31","1175"
"6215","6721","0",,"1175","2022","01","31","1175"
"6215","100772","0",,"1175","2022","01","31","1175"
"6215","101515","0",,"1175","2022","01","31","1175"
"6216","6206","0",,"1175","2022","01","31","1175"
"6216","6208","0",,"1175","2022","01","31","1175"
"6216","6210","0",,"1175","2022","01","31","1175"
"6216","6211","0",,"1175","2022","01","31","1175"
"6216","6213","0",,"1175","2022","01","31","1175"
"6216","6215","0",,"1175","2022","01","31","1175"
"6216","6721","0",,"1175","2022","01","31","1175"
"6216","100772","0",,"1175","2022","01","31","1175"
"6216","101515","0",,"1175","2022","01","31","1175"
"6546","3356","0",,"1175","2022","01","31","1175"
"6549","3356","0",,"1175","2022","01","31","1175"
"6594","3488","0",,"1175","2022","01","31","1175"
"6594","3496","0",,"1175","2022","01","31","1175"
"6594","6595","0",,"1175","2022","01","31","1175"
"6595","3488","0",,"1175","2022","01","31","1175"
"6595","3496","0",,"1175","2022","01","31","1175"
"6670","5169","0",,"1175","2022","01","31","1175"
"6670","5179","0",,"1175","2022","01","31","1175"
"6670","5185","1",,"1175","2022","01","31","1175"
"6687","236","0",,"1175","2022","01","31","1175"
"6687","239","0",,"1175","2022","01","31","1175"
"6687","240","0",,"1175","2022","01","31","1175"
"6687","101462","0",,"1175","2022","01","31","1175"
"6690","101376","0",,"1175","2022","01","31","1175"
"6695","1576","0",,"1175","2022","01","31","1175"
"6695","1578","0",,"1175","2022","01","31","1175"
"6718","4454","1",,"1175","2022","01","31","1175"
"6721","6206","0",,"1175","2022","01","31","1175"
"6721","6208","0",,"1175","2022","01","31","1175"
"6721","6210","0",,"1175","2022","01","31","1175"
"6721","6211","0",,"1175","2022","01","31","1175"
"6721","6213","0",,"1175","2022","01","31","1175"
"6721","6215","0",,"1175","2022","01","31","1175"
"6721","6216","0",,"1175","2022","01","31","1175"
"6721","100772","0",,"1175","2022","01","31","1175"
"6725","100784","0",,"1175","2022","01","31","1175"
"6725","100785","0",,"1175","2022","01","31","1175"
"6733","525","1",,"1175","2022","01","31","1175"
"6733","526","0",,"1175","2022","01","31","1175"
"6733","528","0",,"1175","2022","01","31","1175"
"6733","534","0",,"1175","2022","01","31","1175"
"6733","541","0",,"1175","2022","01","31","1175"
"6733","543","0",,"1175","2022","01","31","1175"
"6733","547","1",,"1175","2022","01","31","1175"
"6733","549","0",,"1175","2022","01","31","1175"
"6736","61","0",,"1175","2022","01","31","1175"
"6736","66","0",,"1175","2022","01","31","1175"
"6746","101361","0",,"1175","2022","01","31","1175"
"6770","5700","1",,"1175","2022","01","31","1175"
"7293","4807","1",,"1175","2022","01","31","1175"
"7297","100083","0",,"1175","2022","01","31","1175"
"7308","507","0",,"1175","2022","01","31","1175"
"7308","513","0",,"1175","2022","01","31","1175"
"7308","515","0",,"1175","2022","01","31","1175"
"7308","517","0",,"1175","2022","01","31","1175"
"7308","523","0",,"1175","2022","01","31","1175"
"7308","533","0",,"1175","2022","01","31","1175"
"7308","7313","0",,"1175","2022","01","31","1175"
"7308","100334","0",,"1175","2022","01","31","1175"
"7313","507","0",,"1175","2022","01","31","1175"
"7313","513","0",,"1175","2022","01","31","1175"
"7313","515","0",,"1175","2022","01","31","1175"
"7313","517","0",,"1175","2022","01","31","1175"
"7313","523","0",,"1175","2022","01","31","1175"
"7313","533","0",,"1175","2022","01","31","1175"
"7313","7308","0",,"1175","2022","01","31","1175"
"7313","100334","0",,"1175","2022","01","31","1175"
"100001","101542","0",,"1175","2022","01","31","1175"
"100009","100010","0",,"1175","2022","01","31","1175"
"100009","100011","0",,"1175","2022","01","31","1175"
"100009","100012","0",,"1175","2022","01","31","1175"
"100010","100009","0",,"1175","2022","01","31","1175"
"100010","100011","0",,"1175","2022","01","31","1175"
"100010","100012","0",,"1175","2022","01","31","1175"
"100011","100009","0",,"1175","2022","01","31","1175"
"100011","100010","0",,"1175","2022","01","31","1175"
"100011","100012","0",,"1175","2022","01","31","1175"
"100012","100009","0",,"1175","2022","01","31","1175"
"100012","100010","0",,"1175","2022","01","31","1175"
"100012","100011","0",,"1175","2022","01","31","1175"
"100014","100015","0",,"1175","2022","01","31","1175"
"100014","100016","0",,"1175","2022","01","31","1175"
"100014","100017","0",,"1175","2022","01","31","1175"
