"feed_publisher_name","feed_publisher_url","feed_lang","feed_start_date","feed_end_date","feed_version","ingest_year","ingest_month","ingest_day","feed_version_partition"
"Adelaide Metro","http://www.adelaidemetro.com.au/","EN","20220128","20220415","1175","2022","01","31","1175"
