"stop_id","stop_code","stop_name","stop_desc","stop_lat","stop_lon","zone_id","stop_url","location_type","parent_station","stop_timezone","wheelchair_boarding","feed_version","ingest_year","ingest_month","ingest_day","feed_version_partition"
"100011","17120.0","Zone C Old Reynella Interchange","141 Old South Rd, Old Reynella","-35.095616","138.537674",,"http://www.adelaidemetro.com.au/stops/view/17120",,,,,"1175","2022","01","31","1175"
"6083","15919.0","Stop 61 Flaxmill Rd - South side","LOT 361 Perth Pl, Christie Downs","-35.1273581307506","138.504083159956",,"http://www.adelaidemetro.com.au/stops/view/15919",,,,,"1175","2022","01","31","1175"
"792","10763.0","Stop 65 The Golden Way - North West side","250 The Golden Way, Golden Grove","-34.787513","138.701842",,"http://www.adelaidemetro.com.au/stops/view/10763",,,,,"1175","2022","01","31","1175"
"3897","13775.0","Stop 2 Anzac Hwy - South East side","25A Anzac Hwy, Keswick","-34.94566","138.58013",,"http://www.adelaidemetro.com.au/stops/view/13775",,,,,"1175","2022","01","31","1175"
"4055","13930.0","Stop 6A Gray St - East side","47 Gray St, Plympton","-34.954066918","138.56251083",,"http://www.adelaidemetro.com.au/stops/view/13930",,,,,"1175","2022","01","31","1175"
"2837","12735.0","Stop 14 Payneham Rd - South East side","398 Payneham Rd, Glynde","-34.8937614220519","138.645976453403",,"http://www.adelaidemetro.com.au/stops/view/12735",,,,,"1175","2022","01","31","1175"
"6249","16085.0","Stop 56A Collins Pde - East side","16 Collins Pde, Hackham","-35.14501","138.53383",,"http://www.adelaidemetro.com.au/stops/view/16085",,,,,"1175","2022","01","31","1175"
"3450","13337.0","Stop T2 Grenfell St - South side","91-97 Grenfell St, Adelaide","-34.924294","138.603088",,"http://www.adelaidemetro.com.au/stops/view/13337",,,,,"1175","2022","01","31","1175"
"6525","16356.0","Stop 29A Seaview Rd - West side","333 Seaview Rd, Henley Beach","-34.9148243238839","138.492904408118",,"http://www.adelaidemetro.com.au/stops/view/16356",,,,,"1175","2022","01","31","1175"
"1084","11041.0","Stop 40 Bridge Rd - East side","345 Bridge Rd, Para Hills","-34.8121187156266","138.644630316248",,"http://www.adelaidemetro.com.au/stops/view/11041",,,,,"1175","2022","01","31","1175"
